id,name,name_bn,name_en,category,subtype,latitude,longitude,district,address,phone,website,opening_hours,wheelchair,source,source_url
osm:node:6372151338,Dimla Police Station,ডিমলা থানা,Dimla Police Station,emergency,police,26.1539235,88.9212936,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6372151338
osm:node:3381756304,Dimla Upazila Health Complex,ডিমলা উপজেলা স্বাস্থ্য কমপ্লেক্স,Dimla Upazila Health Complex,emergency,hospital,26.1563388,88.9249713,,,+8801730324683,,,,OpenStreetMap,https://www.openstreetmap.org/node/3381756304
osm:node:11671507266,"Din Hospital, Zia Nagar Rd, Keraniganj",,,emergency,hospital,23.7000122,90.3972149,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11671507266
osm:node:9589195161,Dina Dent 2,,,emergency,clinic,24.3718984,88.5817313,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/9589195161
osm:way:344940347,Dinajpur Diabetes O Swasthoseba Hospital,দিনাজপুর ডায়াবেটিস ও স্বাস্থ্যসেবা হাসপাতাল,,emergency,hospital,25.6198416,88.647295,,Diabetic Hospital Road,"+88053164573, +8801720182821",,,,OpenStreetMap,https://www.openstreetmap.org/way/344940347
osm:node:2381389093,Dinajpur General Hospital,,,emergency,hospital,25.6256582,88.6371367,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2381389093
osm:node:6821714796,Dinajpur Kotowali Thana,কোতয়ালী থানা,,emergency,police,25.6362404,88.638884,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6821714796
osm:way:275619329,Dinajpur Medical College and Hospital,,,emergency,hospital,25.6103467,88.6548799,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/275619329
osm:node:7069112420,Dinhata Nursing Home,,,emergency,clinic,26.1388668,89.4650213,Cooch Behar,"Madan Mohan Para, Ward No. 3, Dinhata",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7069112420
osm:node:7199771551,Dinhata Sub Divisional Hospital,,,emergency,hospital,26.1364031,89.4607964,Cooch Behar,"Rangapur Road, Near Police Station, Dinhata",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7199771551
osm:node:7385965799,Dipshikha Infertility Center,,,emergency,hospital,24.3107297,91.7335547,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7385965799
osm:node:11739206591,Dipto Medicare,,,emergency,clinic,23.7402086,90.4329296,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11739206591
osm:node:13144354721,"Disability Service and Assistance Center, Hospital",,,emergency,hospital,25.9284005,88.8452043,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13144354721
osm:node:7065866583,Disha Eye Care,,,emergency,hospital,22.578847,88.2555755,Howrah,Andulrailway Siding.Jhorehat,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7065866583
osm:node:7668176319,Disha Eye Care Center,,,emergency,clinic,22.5052722,88.3733781,Kolkata,"Selimpur Road, Dhakuria, Selimpur, Garfa",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7668176319
osm:node:7537680993,Disha Eye Clinic,,,emergency,clinic,26.1317003,91.7862988,Kamrup Metropolitan,"Rani Bagan, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680993
osm:node:7667435445,Disha Eye Hospital,,,emergency,hospital,24.0952155,88.2547001,Murshidabad,"Rabindranath Tagore Road, Berhampore",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7667435445
osm:node:7668176332,Disha Eye Hospital,,,emergency,hospital,22.5202511,88.3659743,Kolkata,"Citi Mart Building, Rash Behari Ave",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7668176332
osm:node:7068848839,Disha Eye Hospital Barrackpore,,,emergency,hospital,22.7638138,88.3694452,North 24 Parganas,"88(63A), Ghosh Para Road Barrackpore",(033) 6460-6560,https://www.dishaeye.org/,,,OpenStreetMap,https://www.openstreetmap.org/node/7068848839
osm:node:7074312489,Disha Eye Hospital-Sheoraphuli,,,emergency,hospital,22.7710139,88.3291849,Hooghly,"14, G. T. Road",26329944,https://www.dishaeye.org/,,,OpenStreetMap,https://www.openstreetmap.org/node/7074312489
osm:node:7071390520,Dishari (Esopd and Maternity Home),,,emergency,hospital,22.8693989,88.3503848,Hooghly,"Khalisani, Bramhanpara, Chandernagor",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7071390520
osm:node:7059035790,Dishari Health Point Pvt Ltd,,,emergency,hospital,24.9958139,88.1443837,Malda,"19 B G, Road Mokdumpur",9734099999 ; 8116602193,https://www.disharihealthpoint.com/,,,OpenStreetMap,https://www.openstreetmap.org/node/7059035790
osm:node:7537680987,Disiti Eyecare,,,emergency,clinic,26.1222864,91.7992229,Kamrup Metropolitan,"Oppsoite Nakshatra Hotel, Saurabh Nagar, Beltola Tiniali, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680987
osm:node:6913054985,Dispur Hospitals Pvt Ltd,,,emergency,hospital,26.1496128,91.7867147,Kamrup,G.S Road,9207043831,,,,OpenStreetMap,https://www.openstreetmap.org/node/6913054985
osm:node:6913288146,Dispur Polyclinic and Nursing Home,,,emergency,clinic,26.1494984,91.7871089,Kamrup,"Ganeshguri , Dispur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6913288146
osm:node:13149385525,"District Animal Resources Office, Animal hospital",,,emergency,hospital,25.9566167,88.8385264,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13149385525
osm:way:1501260831,"District Ansar VDP Office, Dhaka","জেলা আনসার ভিডিপি কার্যালয়, ঢাকা",,emergency,police,23.7203476,90.4219043,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1501260831
osm:node:14079935701,District Early Intervention Centers (DEIC) under Rashtriya Bal Swasthya Karyakram (RBSK),,,emergency,hospital,26.5300131,88.7263825,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/14079935701
osm:node:7127657886,District Hospital South,,,emergency,hospital,23.316526,91.555177,South,"Opps Divisional PWD Office, Santirbazar, Santirbazar, Santirbazar Trijunction",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7127657886
osm:node:6909859499,"District Hospital, Mamit",,,emergency,hospital,23.909285,92.4947387,Mamit,"Aizwal-Kumarghat Road,Near CMO Office,Mamit",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6909859499
osm:node:7127657835,"District Hospital, Unakoti",,,emergency,hospital,24.304628,92.033346,Unakoti,"Near Radio Center, Bhagabannagar, Gournagar",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7127657835
osm:node:6909859217,"District Hospital,Kolasib",,,emergency,hospital,24.2314023,92.6766193,Kolasib,"Venglai Main Road,Opp. State Bank Of India,Kolasib",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6909859217
osm:node:7127657819,"District Integrated AYUSH Hospital, Gomati",,,emergency,hospital,23.4848604,91.4983684,Gomati,"Near Tepania Block, Tepania",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7127657819
osm:node:11353484755,"District PHE Lab, Tura",,,emergency,hospital,25.5156079,90.1858984,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11353484755
osm:node:3316604583,District Police Headquarters,,,emergency,police,26.5685546,88.0738003,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/3316604583
osm:node:8417759017,District Police Office Jhapa,,District Police Office Jhapa,emergency,police,26.5688611,88.072515,,Chandragadhi,9852690049,,,,OpenStreetMap,https://www.openstreetmap.org/node/8417759017
osm:node:12738884044,"District Special Branch, Federal police",,,emergency,police,25.0210917,90.0148283,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12738884044
osm:node:12973590170,District Veterinary Hospital,,,emergency,hospital,24.8547882,89.3589882,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12973590170
osm:node:12969315090,"District Veterinary Hospital, Hospital",,,emergency,hospital,24.8553667,89.3590809,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12969315090
osm:node:3522898222,Divine Care,,,emergency,clinic,22.9679508,88.462962,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/3522898222
osm:node:7065868651,Divine Nursing Home,,,emergency,clinic,22.5669126,88.392359,Kolkata,"11/A, Abinash Chandra Banerjee Lane",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7065868651
osm:node:11648826969,Divine Nursing Home,,,emergency,hospital,22.5662809,88.3927561,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11648826969
osm:node:7541546219,Divyachakshu Eye Clinic,,,emergency,clinic,26.1749637,91.7581997,Kamrup Metropolitan,"Post Office Building, S Sarania Road, Ulubari Chariali, Manipuri Rajbari, Ulubari",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7541546219
osm:node:11175164128,Dochhori Union Health Complex,,,emergency,hospital,21.4400906,92.2711806,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11175164128
osm:node:9589956981,Doctor's Clinic Unit-2,ডক্টর'স ক্লিনিক ইউনিট-২,Doctor's Clinic Unit-2,emergency,clinic,24.8335803,89.375983,,শেরপুর সড়ক,,,24/7,,OpenStreetMap,https://www.openstreetmap.org/node/9589956981
osm:way:1041682454,Doctor's Clinic Unit-2,ডক্টর'স ক্লিনিক ইউনিট-২,Doctor's Clinic Unit-2,emergency,clinic,24.8328869,89.3762589,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1041682454
osm:node:13668686319,Doctor's Dream Lab,,,emergency,clinic,23.0092788,91.3859532,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13668686319
osm:node:2216631278,Doctor's hospital(OS),,,emergency,hospital,22.3651894,91.8339336,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2216631278
osm:node:14020053684,Doctors Care,,,emergency,clinic,26.5272605,88.7286792,,,,,,no,OpenStreetMap,https://www.openstreetmap.org/node/14020053684
osm:node:2799229931,Doctors Clinic,,,emergency,hospital,24.2537174,89.9171926,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2799229931
osm:way:841793411,Doctors Clinic And Diagnostic Centre,,,emergency,clinic,22.6639993,89.7928333,,Bazar Main Road,,,,,OpenStreetMap,https://www.openstreetmap.org/way/841793411
osm:node:12185976890,"Doctors Clinic, Bhaluka",,,emergency,clinic,24.4061306,90.3844773,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12185976890
osm:node:12518124444,"Doctors Diagnostic Centre, Hospital",,,emergency,hospital,23.9121362,90.2319496,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12518124444
osm:node:9591245792,Doctors Diagonestics and Consultants,,,emergency,clinic,23.5538968,90.5324754,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/9591245792
osm:node:12675720467,"Doctors General Hospital, Hospital",,,emergency,hospital,24.9065125,89.949957,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12675720467
osm:way:1267659760,Doctors Lab & Hospital,,,emergency,clinic,22.6924274,89.0537195,Satkhira Sadar,Satkhira Kaligonj Hayway Road,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1267659760
osm:node:12647104951,"Doctors Medical Center And Hospital, Hospital",,,emergency,hospital,24.6089478,90.0226624,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12647104951
osm:node:12815227189,Doctors' Clinic,ডক্টরস ক্লিনিক,Doctors' Clinic,emergency,hospital,23.028633,89.3959635,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/12815227189
osm:node:7292502556,Dogma Hospital Limited,,,emergency,clinic,23.7874682,90.4255434,,Progoti Sharani,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7292502556
osm:node:6460041744,Dohar Genarel Hospital,দোহার জেনারেল হাসপাতাল,Dohar Genarel Hospital,emergency,hospital,23.6147161,90.1203359,,উপজেলা রোড,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6460041744
osm:node:4825666860,Dohar Thana,দোহার থানা,Dohar Thana,emergency,police,23.6148438,90.1192103,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4825666860
osm:way:490277426,Dohar Thana Area,দোহার থানা এরিয়া,Dohar Thana Area,emergency,police,23.6150283,90.1191595,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/490277426
osm:node:6100762216,Dokhin Baliea Notun hat Community Clinic,,,emergency,clinic,22.5985722,90.6243002,Bhola,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6100762216
osm:way:556197150,Dolphin Medical Clinic,,,emergency,clinic,22.8380479,88.6184517,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/556197150
osm:node:7065473122,Dolphin Nursing Home,,,emergency,clinic,22.534982,88.3817637,Malda,Gazole,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7065473122
osm:node:9692137609,Domar Upazila Health Complex,,,emergency,hospital,26.1139117,88.8537949,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/9692137609
osm:node:7074312600,Domjur Nursing Home,,,emergency,clinic,22.6356834,88.2206648,Howrah,"Po - Domjur,Domjur Jagadishpur Road",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7074312600
osm:node:7199742768,Domjur Rural Hospital,,,emergency,hospital,22.6329538,88.2245161,Howrah,Domjur,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7199742768
osm:node:7199770693,Domkal Sub Divisional Hospital,,,emergency,hospital,24.116995,88.5570057,Murshidabad,"Domkal-Jalangi Road, Opp. PT Rasulpur Post Office, Joyrampur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7199770693
osm:node:7074329089,Don View Nursing Home,,,emergency,clinic,22.5441888,88.3731081,Kolkata,04 L Tiljala Road,3322801155,,,,OpenStreetMap,https://www.openstreetmap.org/node/7074329089
osm:node:7153255088,Doomdoomia Balisatra Dispensary,,,emergency,clinic,26.4685968,92.5418817,Nagaon,"Aphala Pathar, Near Secondary Model School, Doomdoomia",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7153255088
osm:node:11335104623,"Double Mooring Police Station , Agrabad, Chattogram",,,emergency,police,22.3384336,91.8115253,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11335104623
osm:node:11335127227,"Doublemooring Model Thana, Metropolitan Police, Double Mooring Police Station, Chattogram",,,emergency,police,22.3385281,91.8113998,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11335127227
osm:node:11328746544,Doulatdia Gonoshasthaya Kendra,,Doulatdia Gonoshasthaya Kendra,emergency,hospital,23.7611397,89.7807367,,,,https://gonoshasthayakendra.com/,,,OpenStreetMap,https://www.openstreetmap.org/node/11328746544
osm:way:1221478014,Doulatdia Gonoshasthaya Kendra,,Doulatdia Gonoshasthaya Kendra,emergency,hospital,23.7611191,89.7807247,,,,https://gonoshasthayakendra.com/,,,OpenStreetMap,https://www.openstreetmap.org/way/1221478014
osm:node:2332856879,Dowarbazar Upazila Health Complex,,,emergency,hospital,25.0429618,91.5678367,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/2332856879
osm:way:718330112,Dowbari Clinic,,,emergency,clinic,25.0439065,91.9858052,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/718330112
osm:node:6913288140,Down Town Hospital Ltd.,,,emergency,hospital,26.1392003,91.7994256,Kamrup,"4th Floor, Buiding No:1, G.S. Road, Dispur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6913288140
osm:node:13186272666,Dr A Talukdar eye clinic,,,emergency,clinic,22.620537,88.4123185,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13186272666
osm:node:4407994596,Dr Ainul Islam Khan Chamber(ড আইনুল ইসলাম চেম্বার),,,emergency,hospital,23.823019,90.3688928,,৪,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4407994596
osm:node:13506303011,Dr Ankur's Orthopaedic Clinic,,,emergency,clinic,26.1905801,91.7541614,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13506303011
osm:node:6913038510,Dr Bhubaneswar Borooah Cancer Institue,,,emergency,hospital,26.1653519,91.7470568,Kamrup,Gopinath Nagar,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6913038510
osm:node:12162761950,Dr Fazlul Haque Colorectal Hospital Ltd.,,,emergency,hospital,23.7436028,90.3728104,,Shatmosjid Road,01755-697173,https://profdrakmfazlulhaque.com/,"Mo-Th, Sa, Su 10:00-18:00",,OpenStreetMap,https://www.openstreetmap.org/node/12162761950
osm:node:7074329090,Dr Hari Har Roy Clinic,,,emergency,clinic,22.5977408,88.3453815,Howrah,"16/1, Kshetra Mitra Lane Salkia, Golabari",3326659094,,,,OpenStreetMap,https://www.openstreetmap.org/node/7074329090
osm:node:7537680992,Dr Jayanta KR Goswami's Clinic,,,emergency,clinic,26.1774723,91.7750324,Kamrup Metropolitan,"6 Pragati Path, Rg Baruah Road, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680992
osm:node:6902628659,Dr Md Rezaul Karim,,,emergency,clinic,23.7635729,90.3593863,,Tajmahal Road,,,,,OpenStreetMap,https://www.openstreetmap.org/node/6902628659
osm:node:4407994598,Dr Nighat Rahman Chamber(ড নিঘাত রহমান),,,emergency,hospital,23.8228712,90.3689304,,৮,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4407994598
osm:node:7050801780,Dr Nihar Munshi Eye Foundation,,,emergency,hospital,22.5240061,88.3606586,Kolkata,"1/3, Dover Place",,,,yes,OpenStreetMap,https://www.openstreetmap.org/node/7050801780
osm:node:4280999798,Dr Paul's Clinic,,,emergency,clinic,22.5922822,88.4002766,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4280999798
osm:node:7048727310,Dr Pinaki Ranjan Ray Eye Foundation,,,emergency,hospital,25.0074639,88.1376857,Malda,"Thakur Sitaram Sevakendra S M Pally, N H -34",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7048727310
osm:node:5832603185,Dr Rafi Ahmed Dental College & Hospital,,,emergency,hospital,22.5627691,88.3679312,,AJC Bose Road,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5832603185
osm:node:5832603685,"Dr Rafi Ahmed Dental College & Hospital, Old Campus",,,emergency,hospital,22.5629472,88.367509,,AJC Bose Road,,,,,OpenStreetMap,https://www.openstreetmap.org/node/5832603685
osm:node:4407994599,Dr Sayeda Dil Afroz Chamber(ড সায়েদা দিল আফরোজ),,,emergency,hospital,23.8230876,90.368862,,৯,,,,,OpenStreetMap,https://www.openstreetmap.org/node/4407994599
osm:node:11769073574,Dr Tarek Mahmud,,,emergency,clinic,22.6644104,89.790862,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11769073574
osm:node:11729756836,"Dr lalit kumar dutta house Hospital, Strand Road, Chattogram",,,emergency,hospital,22.330737,91.8311254,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11729756836
osm:node:7532769946,Dr. A Das Eye Clinic,,,emergency,clinic,26.4080747,90.2727727,Kokrajhar,"Subhashpally, Kokrajhar",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7532769946
osm:node:13257858561,"Dr. A R Khan Hospital, Hospital",,,emergency,hospital,23.7890918,90.341372,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/13257858561
osm:node:7132442285,Dr. Abdullah al Mamun,,Dr. Abdullah al Mamun,emergency,clinic,23.8166648,90.3647679,,Road 4,+8801711267053,,Mo-Su 19:00-23:55,,OpenStreetMap,https://www.openstreetmap.org/node/7132442285
osm:node:7668176314,Dr. Agarwals Eye Hospital,,,emergency,hospital,22.514789,88.39227,Kolkata,"Rene Tower, Rajdanga Main Road",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7668176314
osm:node:7668176302,Dr. Alis Multispeciality Clinic,,,emergency,clinic,22.5365096,88.3824758,Kolkata,"Topsia Road, near Kohinoor Market, Topsia",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7668176302
osm:node:5355548922,Dr. Amalendu Ghosh,,,emergency,clinic,22.5721626,88.0078149,,Amta Haritala,9800525930,,24/7,,OpenStreetMap,https://www.openstreetmap.org/node/5355548922
osm:node:7532770023,Dr. Amrita Clinic,,,emergency,clinic,26.0268039,89.9743412,Dhubri,"College Nagar, Dhubri",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7532770023
osm:node:7577517061,Dr. B Lyngdoh Clinic,,,emergency,clinic,25.5622172,91.9054314,East Khasi Hills,"Nongrimbah, Shillong, Meghalaya",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7577517061
osm:way:539609612,Dr. B. C. Roy Post Graduate Institute of Paediatric Sciences,,,emergency,hospital,22.5742933,88.3875618,,Narkeldanga Main Rd,,,,,OpenStreetMap,https://www.openstreetmap.org/way/539609612
osm:node:11942028275,Dr. B.A Saikia memorial nursing home,,,emergency,clinic,26.1422505,91.6426449,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11942028275
osm:node:4936553840,Dr. B.N.Bose Sub-divisional Hospital,,,emergency,hospital,22.7515849,88.3710265,North 24 Parganas,"B.T. Road, Opp. Government High School, Barrackpore",,,,,OpenStreetMap,https://www.openstreetmap.org/node/4936553840
osm:node:7537159817,Dr. B.R. Kalita Clinic,,,emergency,clinic,26.6259528,92.7851282,Sonitpur,"Shankar Mandir, Cotton Road, Kamarchuburi, Tezpur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537159817
osm:node:7068848855,Dr. Baidya's Nursing Home,,,emergency,clinic,22.2040455,88.1860912,South 24 Parganas,"Kapat Hat, Diamod Harbour",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7068848855
osm:node:7537681038,Dr. Chakravarty Pathological Lab and Clinic,,,emergency,clinic,26.1332238,91.8289889,Kamrup Metropolitan,"195, Panjabari Road , Nabajyoti Nagar, Batahguli, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537681038
osm:node:7541546148,Dr. Das Clinic,,,emergency,clinic,25.9781097,91.2243891,Kamrup,Mugakhol,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7541546148
osm:node:7062632513,Dr. Das' Nursing Home and Diagnostic Centre,,,emergency,clinic,22.203588,88.1874229,South 24 Parganas,"New Town , 24 Pgs South, Diamond Harbour",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7062632513
osm:node:7537159852,Dr. Dey's Clinic,,,emergency,clinic,26.355472,92.685949,Nagaon,Nagaon,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537159852
osm:node:6913038550,Dr. Dhani Ram Baruah Heart Institute and Research Centre,,,emergency,hospital,26.1254312,91.9388831,Kamrup,"Dr. Baruah Heart City , Sonapur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6913038550
osm:node:7537680953,Dr. Dilip Ghosal Clinic,,,emergency,clinic,26.1929276,91.7525271,Kamrup Metropolitan,"Latasil, Uzan Bazar, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680953
osm:node:10536355176,"Dr. Dipnagkar Medcal Hall, Kumira, Chattogram",,,emergency,hospital,22.5368596,91.699003,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/10536355176
osm:node:7069095509,Dr. Ghoshs Clinic and Nursing Home,,,emergency,clinic,22.7073952,88.4756497,North 24 Parganas,"37B, Rathtala Road.Barasat",25523117,,,,OpenStreetMap,https://www.openstreetmap.org/node/7069095509
osm:node:7537680984,Dr. Goswami's Clinic,,,emergency,clinic,26.1910868,91.7553953,Kamrup Metropolitan,"Fc Road, Latasil, Uzan Bazar, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680984
osm:node:7062470873,Dr. Guha's Maternity And Diagnostic Centre,,,emergency,hospital,26.2679261,88.195099,Dinajpur Uttar,"Ambagan Colony,Islampur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7062470873
osm:node:6909772449,Dr. H. Gordon Robert Hospital (Khasi-Jaintia Presbyterian),,,emergency,hospital,25.584894,91.8751504,East Khasi Hills,"Jaiaw Main Road, Jaiaw Main Road, Shillong",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6909772449
osm:node:7537159842,Dr. K.P. Chakravarty's Clinic,,,emergency,clinic,26.6318562,92.7984719,Sonitpur,"Mahabhairab, Tezpur",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537159842
osm:node:6913054898,Dr. Kalicharan Das Nursing Home and Polyclinic,,,emergency,clinic,26.1636583,91.7459719,Kamrup,"Gopinath Nagar, Kalapahar, Opp Barua Cancer Inst.",,,,,OpenStreetMap,https://www.openstreetmap.org/node/6913054898
osm:node:9591245765,Dr. Kamrul Hasan Chamber,,,emergency,clinic,23.5537696,90.5270838,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/9591245765
osm:way:1062504978,Dr. Kandary's Nursing Home and Maternity Home,,,emergency,hospital,22.1731041,88.4223075,,Jaynagar-Kultali Road,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1062504978
osm:node:7532770017,Dr. M A Faruquei Clinic,,,emergency,clinic,26.1601772,90.620566,Goalpara,"Geetanagar, Goalpara",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7532770017
osm:node:7071683933,Dr. M. N. Chatterjee Memorial Eye Hospital,,,emergency,hospital,22.5781464,88.3741294,Kolkata,"295/1, Acharya Prafulla Chandra Road",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7071683933
osm:way:1062503636,Dr. M.A.Jalil's Nursing Home,,,emergency,hospital,22.1772827,88.4225322,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/1062503636
osm:node:7537159804,Dr. Madhusudhan Deb Goswami's Clinic,,,emergency,clinic,26.3605085,92.6921401,Nagaon,E Amolapatty,,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537159804
osm:way:517572596,"Dr. Manoranjan Homeo Hall, Joramtal Bridge, Sonaichhari, Chattogram",,,emergency,clinic,22.4974941,91.7136361,,,,,,,OpenStreetMap,https://www.openstreetmap.org/way/517572596
osm:node:7537680989,Dr. Mazumdar Clinic,,,emergency,clinic,26.1776697,91.8202295,Kamrup Metropolitan,"Mathgharia, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680989
osm:node:7065866539,Dr. Mina Majumder Seva Mandir Pvt. Ltd,,,emergency,hospital,22.5041947,88.3708222,Kolkata,"Near Krishna Glass Factory, 6/10 Central Park, Jadavpur University",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7065866539
osm:node:11898417038,"Dr. Monirul Islam Monir, Hospital, Angariya Road, Angaria",,,emergency,hospital,23.1909816,90.3246319,,,,,,,OpenStreetMap,https://www.openstreetmap.org/node/11898417038
osm:way:857367052,"Dr. Moumita Sahana BSc,BHMS(Cal) Homeopathy Howrah Tel: 084799 15518",,,emergency,clinic,22.5935143,88.3119335,,"Kamardanga Road (Opposite Sangha Mitra Club) Ichapur, West Bengal India",+91 8479915518,https://drmsahanahomeo.in/,,,OpenStreetMap,https://www.openstreetmap.org/way/857367052
osm:node:13848377102,Dr. Muqtadir Eye Hospital  ডাঃ মুক্তাদির চক্ষু হাসপাতাল,,,emergency,hospital,24.739075,90.582088,,,,,Mo-Su 10:00-16:00,,OpenStreetMap,https://www.openstreetmap.org/node/13848377102
osm:node:6710910557,Dr. Mustafizur,Dr. Mustafizur,,emergency,hospital,26.2594922,88.196323,,Patagora Road,+919647746835,,,,OpenStreetMap,https://www.openstreetmap.org/node/6710910557
osm:node:7540578962,Dr. N Chackraborty' S Clinic,,,emergency,clinic,24.8723472,92.3558281,Karimganj,"Lokkhi Bazar Road, Karimganj",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7540578962
osm:node:7537680964,Dr. Nitin Dutta Eye Foundation Hospital,,,emergency,hospital,26.1676312,91.7788063,Kamrup Metropolitan,"203, R. G. Baruah Road, Jonali Bus Stop, Guwahati",,,,,OpenStreetMap,https://www.openstreetmap.org/node/7537680964
