days,travellers,daily_cost,distance_km,target
2,2,3000,412.8370398607621,12419.0
8,3,2500,283.07143209781594,67007.0
9,1,2000,428.3164110384405,18675.0
3,1,3000,598.3864455279804,13256.0
3,3,2000,210.17870534925896,22031.0
2,5,1800,7.329277749210483,20882.0
8,2,5000,75.37502733099286,71394.0
1,6,2500,332.1085109921723,21969.0
9,3,3000,206.55467228679123,71916.0
7,6,1800,563.9895562229955,81903.0
7,2,5000,376.4676540644298,84849.0
10,4,1800,312.21311157928073,92042.0
8,5,2000,478.82370076321126,78047.0
11,1,5000,155.1539226294571,52644.0
11,6,5000,491.84312416941583,338693.0
13,3,1800,1.836662918455767,75334.0
12,3,2000,371.8064172814306,61906.0
8,4,1800,560.8542906274673,54924.0
7,4,2000,472.71597122032205,67410.0
4,1,1800,512.1805152884156,7320.0
9,6,1800,238.1728171029003,97544.0
2,4,1500,494.5433676600758,20304.0
14,6,2500,330.49899901815996,229078.0
12,3,2000,371.12414190191936,75164.0
2,4,2500,35.3492036014821,19682.0
12,3,2500,120.93101830463529,101206.0
2,6,2500,330.57864930813156,39255.0
11,5,2500,35.28063469409859,127881.0
2,6,3000,444.86808395262796,46889.0
7,4,3000,504.03420511314096,96397.0
10,5,3000,552.2174167768829,197921.0
11,3,2500,61.06107550788356,91469.0
6,3,2500,563.8321488136801,59888.0
13,5,1800,40.57200457757699,109488.0
11,1,1500,284.4337295566892,16562.0
3,5,2500,504.15061237668704,46258.0
10,1,2000,42.18668313867322,19824.0
11,4,3000,10.93864379339018,117116.0
5,3,5000,14.968631223990414,87513.0
11,3,2000,306.76214366162014,77473.0
13,3,2500,486.9580467579978,99621.0
12,3,3000,76.45600264355978,117636.0
11,3,2500,74.76615244772438,85658.0
9,3,3000,341.12811302987495,92771.0
4,4,2000,140.5773604871542,29147.0
12,5,2000,438.12824108692433,126531.0
6,4,5000,569.7812329060499,128220.0
8,4,2500,459.62004396024787,94142.0
5,6,3000,526.3052198273499,95176.0
5,6,2000,311.7516345430022,49992.0
3,1,2000,499.39158253052,7024.0
14,5,2500,109.74191039200943,175901.0
3,2,1800,41.00873423737643,11214.0
2,2,2500,393.57186607481157,16093.0
14,5,2500,31.171502254833563,188344.0
8,1,1800,535.4888514838083,16705.0
7,6,1800,414.93248826445114,85226.0
11,5,2500,571.3204352453472,170026.0
6,6,3000,188.3319937879414,104828.0
2,5,1800,291.6949855209725,23436.0
11,6,2500,445.01421902707136,154154.0
3,1,1500,145.66739127649234,6026.0
8,6,2500,325.1092920670001,133966.0
14,1,2000,395.68036500328685,27175.0
14,2,2500,587.2851926682248,73679.0
6,1,2500,446.82197654543086,17846.0
11,3,2500,70.8785101674444,80880.0
9,5,2000,285.2000708299862,89759.0
7,2,1800,353.26246979374326,25910.0
2,5,3000,87.97388571861164,33078.0
6,4,2000,259.179634188647,49954.0
10,4,2000,170.4034898014938,78342.0
14,6,2000,71.29652535721559,144571.0
1,3,2000,307.2251600780727,9777.0
11,3,2000,99.37984860740725,65747.0
12,6,2000,354.322445151434,146730.0
14,4,1800,101.81815934511927,104902.0
6,4,1800,434.1569541616926,54856.0
2,2,2500,117.14497381780224,11898.0
4,2,1500,537.7710604656897,17420.0
12,2,1800,15.72561392928531,42092.0
13,2,1800,313.1984322274416,46062.0
9,2,5000,192.06285953192815,80759.0
2,5,2000,135.04591546475447,21141.0
2,1,3000,282.96166749908883,7149.0
7,4,1500,505.21172179455647,45574.0
9,6,2000,549.1663233159892,122585.0
1,5,2000,181.94917088870744,12147.0
10,3,2500,92.54617325704275,62356.0
8,1,2000,432.0842685397843,19560.0
1,6,5000,349.199235273593,36257.0
2,1,3000,120.60968920653595,5863.0
7,5,1800,456.17747285246196,63252.0
11,5,1800,311.35826114528464,110707.0
12,2,2500,392.03711970444454,74462.0
7,5,5000,215.60342037803323,170845.0
5,2,1800,263.4585367814256,19594.0
14,2,1800,108.20525902496532,58301.0
7,5,2000,453.90952058720455,63636.0
5,6,2000,94.20679449107512,78835.0
7,2,2000,466.9815568506368,42553.0
1,6,1800,478.80471293075163,16110.0
5,6,2500,447.960578433073,84754.0
8,5,3000,11.653672835244254,110295.0
13,1,1500,163.87992756400413,19525.0
11,2,2500,281.0026456750882,54445.0
11,5,3000,357.32662723007746,189759.0
8,6,1500,551.5332596214301,84093.0
2,5,2500,225.36358327722138,26452.0
6,3,2500,525.0139912643725,50251.0
14,2,2500,98.05757288210192,75295.0
1,6,3000,222.7682925051762,20255.0
13,2,2000,31.3692064927938,42884.0
10,3,2500,445.4935746333733,102051.0
4,6,3000,90.39165445974777,68666.0
11,4,1800,154.21200938907467,80332.0
12,2,2000,465.1399513159289,49310.0
1,1,2000,320.83003045362597,3507.0
2,3,2000,8.38363165107754,14969.0
10,6,5000,1.341122848438281,321656.0
14,3,2500,306.3963790439382,90575.0
1,5,3000,182.9733082495169,15804.0
10,2,3000,108.18686759710627,58020.0
2,5,2000,368.15636262966655,26496.0
10,5,5000,137.06188303045624,205559.0
9,4,2000,355.32428981096876,85711.0
2,5,2000,227.55957035176374,21551.0
10,4,1500,112.04773060187382,73920.0
13,3,3000,82.8628427212492,146806.0
13,5,1500,142.11636187637285,97397.0
1,6,3000,17.89926480779105,19426.0
4,6,1500,184.87617722176105,34880.0
4,2,1800,541.1728141090765,20185.0
7,5,1800,498.817275529817,68741.0
3,1,3000,223.20225403179535,8683.0
12,4,2000,345.5001711490823,98063.0
11,4,2500,340.4163354084351,109171.0
12,3,3000,497.2425235162274,109606.0
3,6,1500,141.77406091017937,34072.0
1,6,2500,177.83249327580742,17535.0
13,1,2500,181.0712602473669,40914.0
5,2,2000,24.5219938630046,17227.0
10,2,3000,188.8127179735153,74669.0
13,6,2000,526.7482659528042,149276.0
1,4,2000,547.1925885428886,16753.0
1,5,2500,65.78120746113024,13026.0
1,5,3000,274.83512497105886,19668.0
3,5,5000,228.80934095258348,87608.0
1,1,2500,293.61551797403274,4399.0
12,1,2500,332.8317144352063,36143.0
9,3,2500,12.15525601064764,64438.0
14,3,2500,505.34534875269645,113547.0
12,5,2000,584.198443904003,119888.0
14,1,3000,392.0428872021854,38681.0
4,3,1500,396.2713430960215,19831.0
5,2,2000,316.7879146984251,21382.0
12,2,2000,200.56404702862903,51113.0
4,2,2000,89.38669450771266,13288.0
1,2,2000,350.4380056176304,6766.0
10,4,1800,26.964842105524234,86883.0
12,3,2000,494.7015406151244,89168.0
14,3,2500,252.54701968236927,100705.0
13,3,2000,248.8525344971849,68488.0
2,5,5000,196.30251508554346,56985.0
11,6,1500,581.6123332191519,85535.0
12,4,1800,104.9501716624313,100630.0
10,4,1500,90.78469288512669,59898.0
12,5,2000,99.31890092701809,151967.0
12,5,2000,395.1164897104584,103963.0
7,1,2000,595.137191237759,18288.0
1,6,2000,141.2851022410528,15206.0
7,1,1800,543.3704382404927,14198.0
3,3,2500,167.16993552490345,20791.0
2,4,2500,388.7399520751801,28163.0
2,3,2500,24.299371160020634,16584.0
10,2,1500,297.3923847457134,40114.0
8,6,3000,392.74197976738907,173154.0
8,1,1800,321.79186633357716,14608.0
11,2,1800,142.70123092907468,36118.0
8,6,2500,497.0981689607493,111950.0
9,5,3000,582.0819067429442,174999.0
2,1,2000,275.51765741523917,4647.0
12,5,2000,381.55155911355223,152440.0
7,6,1800,474.2479610073435,92639.0
3,1,1500,144.89343637307638,5285.0
12,3,1800,518.6702291572713,68456.0
11,3,1500,168.1205431859985,55768.0
1,1,2000,465.4984821091433,3855.0
3,2,2000,67.25953945585323,11995.0
1,2,2000,173.03202204850183,5853.0
4,2,2000,320.1719603639206,18243.0
2,3,1800,314.9532574225891,13248.0
10,3,2500,510.2587106918197,87178.0
8,2,5000,597.6763545831643,84133.0
14,2,2000,64.32650751608438,59929.0
11,2,2500,162.83287969502223,53318.0
9,5,3000,214.5589261338455,120479.0
8,2,3000,287.35104468600304,61941.0
1,6,2000,296.34584589263943,23010.0
1,4,2000,513.71703788905,18034.0
9,5,1800,462.33558167105986,86143.0
1,4,2500,11.310947422771989,9821.0
1,2,1800,273.01305634991274,6828.0
4,4,3000,370.8443029464533,51691.0
13,2,1500,276.2373522558141,38198.0
7,1,3000,78.3871536154214,26683.0
10,2,2000,238.48445021438891,41669.0
6,2,1800,246.99341707784166,29150.0
3,1,3000,112.62955346985525,7991.0
6,1,1800,453.7842686825721,13424.0
2,6,2000,192.84040808548608,36705.0
11,4,3000,353.3923743411697,138147.0
3,3,2500,309.4381085752605,25396.0
6,6,1500,526.4562475298333,57922.0
14,2,2500,73.2089591177029,80375.0
9,3,2500,68.55780495207608,62292.0
7,6,1500,180.19180147380948,66563.0
8,4,2000,258.728980875501,58758.0
11,3,2000,179.12534925128372,82149.0
4,2,3000,457.9122494371463,31775.0
9,1,1500,147.1595058655798,14035.0
13,1,2500,50.864845663346834,28474.0
9,1,1800,248.27988593048852,20673.0
7,5,2000,464.0275728830904,75875.0
3,4,1800,510.3371661520448,26068.0
4,3,2000,440.00690901801045,23699.0
14,5,3000,334.73200709984644,200532.0
8,1,1800,434.515021049506,13553.0
5,2,2500,408.8337211823168,26235.0
6,3,1800,140.6199794970365,37273.0
9,6,1800,330.45533532191627,100500.0
8,4,5000,462.3655995830592,174698.0
10,6,2500,190.27239712508293,141716.0
4,2,5000,392.38388803015886,43478.0
10,6,1800,288.8882565112791,144729.0
7,1,2500,301.895310567012,17941.0
14,2,1800,54.03302266929584,53232.0
3,4,3000,399.7302991832279,35134.0
3,1,2500,519.4122212127121,11494.0
7,6,2000,84.85877281551768,81248.0
8,6,3000,219.6633973298696,169327.0
10,4,2000,29.200472904501005,79287.0
6,2,2500,17.779131585834662,32438.0
13,1,5000,593.7950980030463,73025.0
7,4,1500,296.08290498383076,44267.0
2,4,3000,213.31141118114783,31251.0
2,5,3000,164.92624597501134,30400.0
14,4,1500,588.0075869669755,102548.0
2,1,2000,151.35047131301022,4395.0
14,1,2500,435.42503744264593,38316.0
4,5,2500,170.25485748356027,50525.0
2,1,5000,42.29370321415147,10230.0
5,6,2000,409.9659687107648,61389.0
9,1,2500,0.978508577918924,23182.0
6,5,3000,405.4491069363417,98631.0
11,6,2500,150.22595939389387,158023.0
9,3,1800,447.6625392429007,53617.0
6,1,3000,461.85010041038964,20169.0
9,6,1800,434.4643432905227,99954.0
14,2,1800,14.690064880566233,49743.0
6,4,3000,422.24197178626105,69804.0
3,6,2500,594.0873684334579,78523.0
6,5,2500,145.57522111537372,88470.0
12,1,2000,164.54314333520313,25480.0
4,5,2500,488.1159297483237,68788.0
14,1,3000,96.23808303364834,33424.0
9,5,1800,396.35020530273096,65424.0
9,4,3000,453.0158265003471,109856.0
5,2,3000,22.296397091614306,25577.0
13,3,1500,332.25725655913567,60738.0
1,1,1800,345.5263551215297,3262.0
5,6,3000,182.06573843507653,105390.0
6,2,2000,525.8068016385104,24605.0
7,2,1800,97.64983157991382,27258.0
7,4,3000,218.5168257035163,87647.0
3,5,1500,509.2012122883976,34076.0
4,4,2500,114.3856539635955,39301.0
2,4,1800,492.82448179660497,26309.0
9,4,2500,47.44150642077343,89639.0
5,6,2000,293.537440313994,82952.0
8,3,2500,45.19839746742205,55064.0
9,5,2000,406.7421510369086,107284.0
10,5,2500,474.36089343336016,133528.0
8,6,5000,509.9151289480817,242510.0
10,6,2500,588.7573504463933,177069.0
9,5,1800,403.2094333797521,85923.0
10,2,2500,461.43714830401217,39010.0
9,5,2500,303.4549669927976,82101.0
5,5,2500,547.6421407086757,85570.0
4,2,1800,386.25502931967753,20272.0
12,5,2500,530.1308437508061,201424.0
5,2,2000,141.2712102083285,21086.0
8,4,2500,298.0426684308386,72589.0
3,5,1800,437.8913526382824,34002.0
7,2,2500,121.63305273760996,36022.0
8,3,1800,126.80387595718696,39631.0
9,5,2000,586.8256442433825,123992.0
8,3,5000,260.76621644232364,161092.0
6,6,2500,109.089271754263,98089.0
14,1,1800,198.8783291889036,25962.0
8,5,1500,238.42568895955537,55447.0
12,5,2500,373.8511544821327,189588.0
11,6,1800,553.8087954286515,133307.0
8,1,1500,591.9540455532546,13878.0
13,6,2500,391.0192553466675,216533.0
2,3,3000,419.95341647863484,21476.0
13,3,2500,193.09750181795343,101592.0
12,3,1500,514.2951572692494,50608.0
8,4,2500,130.67900113218894,93530.0
11,4,1500,63.82838958658055,66187.0
8,3,1800,583.9535940585905,57698.0
4,1,2000,518.4832060923194,9834.0
12,6,2500,182.18708072288,181384.0
4,2,3000,405.1024298286295,23553.0
5,1,2500,280.2110144479197,14921.0
8,4,2500,193.87692368728253,74811.0
12,3,3000,172.0645264561769,103824.0
6,4,1800,81.61646713254389,44511.0
7,6,2500,329.5908493655035,114565.0
1,1,1800,267.9580140705047,2340.0
2,2,1800,307.3118521799666,9395.0
1,4,2500,129.21430048764267,13276.0
2,5,2000,563.1664024639487,29876.0
13,4,5000,383.1547177983249,259049.0
12,3,2500,539.7603944300021,98376.0
12,4,1800,65.56269961965326,86137.0
1,6,1800,373.7105795137049,17469.0
2,3,2500,509.6770911864967,21024.0
4,6,2000,198.55246788867998,59450.0
8,5,2500,117.08590148159183,90213.0
5,2,1500,159.0127834833718,15557.0
7,2,3000,163.76023604987938,36693.0
3,5,2500,268.3193789541211,47993.0
11,2,2000,195.57816166759895,45062.0
5,3,2000,162.76444362479478,28854.0
1,2,3000,389.10737904308274,9214.0
11,4,5000,31.819423003130677,190854.0
13,2,5000,204.21826688383797,116280.0
1,4,3000,413.8511795642849,15629.0
7,6,3000,105.50984956860357,113088.0
12,5,2000,132.55671732774744,144348.0
10,6,2000,120.39997524775048,112540.0
12,1,2500,0.5556640388429512,31729.0
6,3,1800,284.26065109894364,32392.0
6,2,3000,23.37527364967391,39640.0
10,6,5000,163.76388706494006,268720.0
3,5,2500,596.8820547551829,49671.0
4,2,2500,551.0377268341799,24564.0
9,4,2000,129.04548489380053,97932.0
10,4,2500,186.00145914835963,111069.0
2,3,3000,278.2227493611309,19873.0
8,3,2000,506.64812799554613,58713.0
6,1,2500,481.58756483585466,21877.0
8,3,3000,75.74486193976931,59959.0
14,3,2000,74.66930900901127,76733.0
2,5,1800,250.0393523364268,22356.0
14,6,2500,522.0572337682632,211666.0
7,5,1500,529.2509994573014,60616.0
11,1,1800,64.4195098119181,17152.0
6,6,1800,344.57837277933095,86478.0
5,3,2000,93.40511827506775,26237.0
11,3,1800,411.6775860016697,62813.0
10,6,2500,549.8599487573439,185018.0
3,6,1800,272.8615754853562,38808.0
10,1,2000,49.849664815230895,17960.0
11,3,5000,347.5525175367273,143893.0
6,5,1800,245.11000208151282,57299.0
13,4,2000,486.53925140037614,102077.0
9,2,5000,204.20667835583265,93918.0
5,4,2500,524.9383202835536,49359.0
1,6,2000,164.2202445808709,17575.0
10,2,2000,94.51058153321156,41325.0
3,5,1500,183.88822639114795,26781.0
11,5,2000,20.949475093647905,131264.0
8,6,3000,168.74758012454478,140473.0
7,2,2000,396.07058032921844,28569.0
3,2,2500,85.3697871339554,14685.0
10,4,5000,66.81898367195278,196477.0
3,4,2000,79.43117475261023,24997.0
6,3,2500,46.53100455687982,41236.0
12,5,3000,524.7812471057638,149435.0
13,5,2500,566.4690692979169,162514.0
14,2,2500,27.936691037271764,73322.0
14,5,5000,456.04306892612414,365041.0
8,2,2000,442.2910480303186,41040.0
3,3,2500,598.1456547660242,37527.0
12,1,2000,208.7223970326409,27204.0
12,3,2500,171.30539501424974,108668.0
14,6,2000,271.84927248589634,191345.0
10,3,2500,513.9451062895143,99654.0
2,5,3000,437.1561855227393,48379.0
8,1,2000,282.97428838050166,19203.0
7,4,1500,146.73770597152392,48271.0
12,3,2500,436.20944476102267,92918.0
6,5,3000,512.7161208253177,99758.0
5,6,1800,239.97073864049452,57385.0
2,4,2000,401.15126749259053,24154.0
12,1,3000,240.1272127059589,33900.0
11,3,2500,287.0960628848909,83997.0
1,1,2500,314.9462279729482,2834.0
7,3,5000,465.4354884133667,135987.0
7,1,2500,586.5035904773587,19328.0
7,4,2500,266.6196975829394,78439.0
13,2,2500,205.38900374856354,79383.0
3,2,2000,224.1546038834348,14299.0
5,1,2000,80.33344162510897,12275.0
3,6,2500,178.16324269063364,42454.0
4,6,1500,51.868447961283735,49660.0
13,5,5000,256.7365579075483,376137.0
14,1,2000,100.41436158662933,29124.0
1,3,1800,207.8440475846452,9366.0
9,6,2000,476.1466496349638,103801.0
4,4,1800,147.5565903534816,30100.0
3,1,2000,367.1367728052414,8882.0
5,1,2500,540.7088515491677,11720.0
3,2,1800,340.15751221772814,14462.0
7,6,3000,116.2755676634476,137284.0
14,2,3000,206.8597163795726,108487.0
9,6,2000,354.22152431043963,96346.0
11,5,2000,303.9666838559121,140813.0
7,6,5000,89.17190176614227,198365.0
1,5,2500,268.0778068143414,16929.0
2,2,2000,325.84001694614903,9160.0
4,5,2500,160.39962867454346,46696.0
4,2,2500,367.46730920391116,24078.0
12,2,5000,42.09605969112591,105300.0
12,2,2500,201.96422013931007,67340.0
12,1,2000,482.5660996665447,23947.0
9,1,2500,155.57088054489324,19990.0
8,2,2500,363.1061100018469,40272.0
10,1,3000,246.01782822618716,32262.0
6,3,2500,189.87608544914806,45731.0
10,1,1800,549.6790127460162,20282.0
12,1,1800,205.95703084823012,24378.0
11,6,3000,142.005540892211,229344.0
9,1,5000,545.5807893841622,45459.0
1,1,3000,447.5666135614889,4226.0
11,1,2500,409.0798282189184,29404.0
6,1,1800,29.720965240125487,11553.0
11,4,2500,78.72297642946549,93371.0
8,5,2000,383.0039782857977,78775.0
13,5,3000,125.65970191575613,181182.0
5,4,1500,135.38279137821544,31374.0
14,1,2000,467.4831092061664,27263.0
12,5,2500,171.55496930216557,167017.0
5,1,3000,42.9523812911496,12514.0
7,4,2500,21.85916838591666,58202.0
8,3,3000,265.90679234717265,72238.0
11,6,2500,370.2771466107876,170260.0
10,2,2500,521.3311400350817,45494.0
12,4,1800,66.48263701958356,81322.0
6,3,1800,118.00369577297778,32227.0
8,4,2000,317.8803665444827,65901.0
7,6,2000,218.46501734518503,90885.0
13,5,2500,289.5224707472968,155447.0
5,3,2000,554.4747893905293,43766.0
9,3,2000,326.9349923188123,61418.0
2,5,2000,249.07236636724556,22675.0
12,3,2000,593.6639440198469,80026.0
6,2,2500,39.12940193972179,30768.0
5,3,5000,559.2680690227031,94534.0
9,1,2000,300.9971052392898,17869.0
7,2,2500,302.2538026602829,41027.0
12,3,2000,553.1786005219255,79034.0
8,5,3000,304.3943877558417,150802.0
8,5,2000,263.0442543180893,99546.0
2,2,2500,163.4931552703194,11578.0
1,3,2000,395.2900600904525,10411.0
6,1,2500,341.7870545878569,17393.0
14,5,2000,128.60726216866985,139518.0
13,2,3000,425.64774903679483,99591.0
9,5,2000,386.4521144019843,98654.0
9,6,2000,238.40033052392448,108319.0
6,5,1500,2.640553142130342,42635.0
3,2,3000,267.9486901057126,17415.0
1,6,2500,3.6348702781510367,16129.0
5,5,1800,44.99909357942391,41598.0
5,4,2500,258.3659414885004,61759.0
3,6,2500,49.15193051119662,39543.0
4,6,2000,165.39926027229973,52769.0
1,1,2500,393.294821135381,4676.0
9,6,2500,185.16920556565142,107705.0
13,5,2000,598.5891564729062,180878.0
10,2,2500,549.7812203489887,51692.0
7,2,2000,351.1859427513142,31336.0
6,5,2500,580.1682831809583,92750.0
5,2,3000,520.8103766595133,37277.0
2,3,5000,191.33911130429223,33375.0
9,5,1800,449.75774759118565,101437.0
8,4,5000,82.09907040236841,171681.0
1,6,1800,410.73085462724464,25518.0
6,1,3000,294.64909589674824,20419.0
4,2,1500,10.09556355169483,15293.0
3,6,2000,164.53789343422244,44511.0
10,4,2500,573.2293304425491,87903.0
8,2,2500,189.4988910530884,56793.0
9,2,2000,108.8726731808644,34415.0
10,3,5000,112.51886794332499,181102.0
14,4,2500,287.5279587851694,145066.0
12,2,2000,505.58954440232094,59112.0
9,4,2500,454.8010590800079,89563.0
13,3,2500,262.1112045226646,108494.0
7,4,2000,125.23613006217633,56268.0
14,1,2500,27.638940061314663,42435.0
11,4,2500,277.57819168963863,120627.0
10,6,1500,488.865209110915,113825.0
13,1,2000,437.80919615658826,21404.0
8,2,3000,245.16046057635018,49451.0
11,5,2000,356.8216031505602,123052.0
4,4,3000,261.74791256773057,53607.0
14,5,2500,347.4096658741067,204192.0
9,4,1800,310.5031466361295,66771.0
11,5,2000,408.57996007509536,118865.0
7,4,2500,304.6253061198744,86276.0
13,1,2500,564.3665989005351,26442.0
2,5,1800,256.81690894901175,24832.0
2,3,2500,9.549781823826553,14521.0
8,1,3000,141.82412124539073,22020.0
11,3,3000,300.36411486399356,106833.0
12,3,2000,324.34311113319717,87936.0
7,1,2000,331.4308735872321,17361.0
10,6,3000,428.7312589620493,187229.0
8,2,3000,164.78888557051675,54783.0
14,2,3000,398.9422074248863,96764.0
10,3,5000,422.41936387152765,153452.0
6,5,1500,246.7684515724958,45950.0
14,5,2000,241.30145948779324,134196.0
2,5,1500,107.35487139386986,18961.0
14,2,2000,248.39242575322424,57695.0
3,6,1800,472.0897750242074,38571.0
5,5,3000,545.3838033299304,70182.0
12,3,5000,356.16791479077926,203618.0
11,4,2000,179.62220601257928,85103.0
14,1,2000,409.3738311958389,30836.0
11,5,2500,444.0877252176023,169861.0
9,6,2000,199.32766726839742,96390.0
5,3,2500,495.92871689372805,43216.0
1,4,1800,44.217499283004045,7747.0
2,3,3000,6.452230560015315,18920.0
5,1,1500,73.78246357923155,9045.0
1,4,2000,93.60500869650583,8097.0
8,5,1800,527.3574197686328,88389.0
11,6,1800,254.98902133276852,141380.0
14,6,1800,164.95901518222902,151727.0
7,3,2000,257.4450695920916,44352.0
13,6,2500,236.90453562037936,211020.0
14,4,1500,180.8770007928102,90565.0
13,4,2500,82.7397494471792,140829.0
7,4,1800,393.5492771843284,60647.0
5,6,2000,81.9626416677932,55079.0
14,5,3000,465.2546716036046,246977.0
4,1,1800,121.01280796827216,8839.0
6,1,2500,438.822784279987,17134.0
2,3,1800,483.3516634172802,13875.0
12,4,3000,75.19560586467044,143217.0
10,5,5000,52.04746097280244,256966.0
2,3,5000,569.7436623921959,32109.0
4,4,3000,277.82808405154844,50227.0
8,6,2500,378.14129698379304,108992.0
8,3,2500,13.956264073060654,64716.0
12,3,1800,167.22610833380395,68150.0
4,4,1500,303.23859273563176,23681.0
13,3,2000,531.7309880336423,88016.0
7,6,1800,162.86365053862576,78971.0
12,6,3000,465.11479191523176,241685.0
4,4,1800,397.3277569552211,33544.0
1,3,3000,69.16246068344698,8929.0
1,4,1800,176.02510367519793,9131.0
6,2,2000,142.71842186317184,23569.0
14,3,2500,265.5165525439713,108431.0
1,2,2500,381.20054582855056,8194.0
6,1,2500,260.051853305104,15677.0
2,1,2000,146.7219454510836,4360.0
14,4,2000,417.52726093696526,113780.0
10,1,2500,350.6826568268939,35673.0
11,4,5000,311.58834444941516,205110.0
10,3,3000,332.651758467587,87905.0
10,3,3000,133.14038777629412,136002.0
11,5,2000,408.2586366554737,124288.0
1,4,1800,232.50032132326098,9253.0
13,5,2500,218.08069183801177,184618.0
11,5,5000,89.84052496006231,248161.0
11,1,1800,358.10240073026785,23680.0
6,2,2000,361.5986463279039,26221.0
12,4,2500,204.180386199917,116930.0
6,6,2000,515.9100341193205,102355.0
1,1,2000,507.27473922925697,4312.0
13,1,1500,65.43258388945878,22209.0
4,6,1500,417.0230326859509,48474.0
2,6,1800,236.30085371101336,25855.0
9,2,2000,599.8289106377357,43904.0
4,3,2000,135.01417781079144,29621.0
13,4,2500,168.31452324869366,134856.0
7,2,2000,265.2637767334365,37392.0
1,2,1500,161.22908920839788,4751.0
14,3,3000,415.19601983190853,134357.0
8,4,2500,288.54486730888834,87209.0
4,2,2000,132.52730090972412,17344.0
10,3,2500,303.8244416919376,67681.0
8,2,2000,533.272659819023,35876.0
1,5,2000,475.4373881100317,20033.0
11,1,2000,299.29735465609264,22067.0
6,2,5000,173.09556188516862,63923.0
10,2,1500,107.93187882151668,30942.0
13,6,2500,527.0297263121373,227851.0
9,6,2000,426.1001642992178,128019.0
10,4,2500,343.2979818884751,107630.0
4,1,3000,527.660787572201,11976.0
4,5,2000,73.01417242445369,51399.0
6,3,2500,409.49357160124094,49071.0
12,6,2500,130.0273874479392,181352.0
8,3,5000,72.3464646095922,116001.0
5,6,1500,279.3651060041599,48761.0
11,5,1500,232.43575785861222,104889.0
12,2,2500,564.7041655951112,76193.0
13,5,2000,194.38772805108982,141221.0
5,2,2500,488.94135543120143,28541.0
10,3,5000,449.2962002810068,167376.0
9,2,2000,400.75432203512173,39555.0
7,5,1800,552.2402837760358,72374.0
6,2,3000,244.75475662880527,39530.0
2,4,2000,233.8027115897194,18723.0
4,4,2500,96.56845414890563,42822.0
8,5,2000,165.45724529704148,85376.0
13,6,1500,527.8658736365225,139398.0
13,1,2500,284.62927974682077,31230.0
3,6,2000,204.81199331442627,44555.0
10,1,2500,129.66723304930267,22889.0
2,4,5000,290.976150146169,41690.0
10,3,3000,429.9992222787173,89308.0
5,4,1800,172.01521527424524,34074.0
7,5,3000,454.6299124875925,128881.0
11,6,1500,377.8726648349511,96205.0
6,3,5000,472.53753752382255,87974.0
12,6,1800,150.54577732494738,154872.0
8,2,2500,378.6168868398272,40181.0
14,2,2000,92.24116769330514,55471.0
9,3,2500,218.27818929878205,62101.0
5,4,2000,434.61605690568075,51890.0
11,5,3000,379.00103134796154,191037.0
6,5,1500,112.71643520251318,51636.0
8,2,3000,515.0056032555175,55593.0
2,2,3000,32.01058940710912,12365.0
2,6,1800,357.12941310998974,28331.0
9,3,2500,590.2923001389638,67635.0
3,2,3000,318.90283910564915,23992.0
14,6,2000,480.40309197565244,196786.0
12,3,1800,357.1085839134613,63570.0
10,6,2000,469.85298895379555,131905.0
11,6,2500,393.35648121317234,168270.0
9,6,5000,414.6792087225172,244505.0
1,4,3000,136.68669065183045,14493.0
6,5,5000,445.0925481437506,151173.0
7,6,2500,142.74593199859845,96714.0
13,2,1800,588.3841650855529,43130.0
4,1,3000,136.6723145767228,10400.0
7,2,2500,142.01040215859376,34561.0
5,4,2500,515.2038722903185,57652.0
2,4,2500,145.79151717769147,20106.0
2,1,2000,216.54167609476977,5261.0
6,4,3000,428.78409670741615,78243.0
2,2,2000,95.24914811685794,9390.0
1,4,2000,95.44305289650134,9320.0
5,4,2000,291.81505395997135,40643.0
3,4,2500,146.21805253963612,32785.0
8,3,2000,141.39477334142015,42709.0
1,3,2500,5.543352851107608,8073.0
5,5,3000,222.26975471876878,70995.0
7,5,2000,190.95033277104193,82418.0
14,5,2000,18.693486496002244,134787.0
9,3,2000,372.73990692819814,66425.0
13,3,1800,375.9931092020124,65296.0
5,2,3000,42.48028306419533,27970.0
7,4,2500,190.22493774567184,76460.0
6,1,2000,523.6833191972387,16220.0
13,3,1500,349.30024094674707,76571.0
14,2,1500,247.1848344071927,44196.0
14,4,2000,279.06115707845754,145201.0
11,6,1800,124.96799666148308,117638.0
8,6,2000,487.1289004247568,122869.0
8,3,2500,548.4028232705806,59463.0
14,1,1800,546.3984253500262,28802.0
4,2,5000,134.3606350153798,31013.0
5,1,2000,186.44416066587414,9393.0
13,5,5000,96.37366488572208,345758.0
6,6,2000,184.3206801793879,65287.0
4,4,5000,199.68322327356017,87568.0
8,2,1800,379.86344223878126,35498.0
5,1,2500,113.78782892887477,12199.0
13,6,2500,551.6381546206461,185381.0
13,2,1500,61.85968205118597,37310.0
5,1,5000,4.126806620599832,22279.0
8,2,3000,512.9670771783199,51475.0
14,2,3000,422.2618846596298,88455.0
11,4,2500,213.21592221359907,109322.0
4,6,3000,357.2998235460708,98506.0
9,2,1800,134.12646050354002,30705.0
9,5,2500,101.03378918722558,135332.0
10,1,3000,282.68948108323366,27474.0
1,1,2500,211.91269783257653,3377.0
