slug,category,text,score
kuakata,beach,Kuakata small room and unhelpful staff,2
kuakata,beach,Kuakata below average food and slow wifi staff ignored our complaints not worth the price,1
kuakata,beach,Kuakata reasonable value for a short trip small room and unhelpful staff great breakfast and friendly staff,3
kuakata,beach,Kuakata rude staff and noisy place,1
kuakata,beach,Kuakata rude staff and noisy place horrible smell and broken air conditioning,1
kuakata,beach,Kuakata expected better from the pictures below average food and slow wifi,2
kuakata,beach,Kuakata below average food and slow wifi reasonable value for a short trip rude staff and noisy place,2
kuakata,beach,Kuakata below average food and slow wifi,2
kuakata,beach,Kuakata pleasant view and good wifi,4
kuakata,beach,Kuakata terrible service and dirty room,1
kuakata,beach,Kuakata horrible smell and broken air conditioning small room and unhelpful staff,1
kuakata,beach,Kuakata decent location but small rooms,3
kuakata,beach,Kuakata amazing experience wonderful staff good service and clean room,5
kuakata,beach,Kuakata fine but nothing to remember good service and clean room,4
kuakata,beach,Kuakata comfortable stay would return best trip ever highly recommend,5
kuakata,beach,Kuakata staff ignored our complaints terrible service and dirty room,1
kuakata,beach,Kuakata terrible service and dirty room,1
kuakata,beach,Kuakata decent location but small rooms terrible service and dirty room expected better from the pictures,2
kuakata,beach,Kuakata terrible service and dirty room,1
kuakata,beach,Kuakata rude staff and noisy place,1
kuakata,beach,Kuakata horrible smell and broken air conditioning worst experience ever not worth the price,1
kuakata,beach,Kuakata nice food and helpful staff reasonable value for a short trip,3
kuakata,beach,Kuakata decent location but small rooms,3
kuakata,beach,Kuakata mediocre rooms with bad lighting fine but nothing to remember,3
kuakata,beach,Kuakata reasonable value for a short trip,3
kuakata,beach,Kuakata pleasant view and good wifi okay place for one night great breakfast and friendly staff,4
kuakata,beach,Kuakata worst experience ever staff ignored our complaints,1
kuakata,beach,Kuakata average stay nothing special great breakfast and friendly staff,4
kuakata,beach,Kuakata reasonable value for a short trip good service and clean room,4
kuakata,beach,Kuakata best trip ever highly recommend spotless room with great view,5
kuakata,beach,Kuakata spotless room with great view,5
kuakata,beach,Kuakata memorable stay with excellent food outstanding service and perfect location comfortable stay would return,5
kuakata,beach,Kuakata spotless room with great view good service and clean room memorable stay with excellent food,5
kuakata,beach,Kuakata fine but nothing to remember expected better from the pictures,2
kuakata,beach,Kuakata below average food and slow wifi expected better from the pictures not worth the price,2
kuakata,beach,Kuakata not worth the price worst experience ever small room and unhelpful staff,2
kuakata,beach,Kuakata best trip ever highly recommend pleasant view and good wifi spotless room with great view,5
kuakata,beach,Kuakata pleasant view and good wifi outstanding service and perfect location,5
kuakata,beach,Kuakata pleasant view and good wifi memorable stay with excellent food,5
kuakata,beach,Kuakata best trip ever highly recommend amazing experience wonderful staff outstanding service and perfect location,5
kuakata,beach,Kuakata memorable stay with excellent food,5
kuakata,beach,Kuakata outstanding service and perfect location,5
kuakata,beach,Kuakata comfortable stay would return,4
kuakata,beach,Kuakata okay place for one night small room and unhelpful staff,2
kuakata,beach,Kuakata fine but nothing to remember,3
kuakata,beach,Kuakata good service and clean room reasonable value for a short trip,3
kuakata,beach,Kuakata not worth the price,2
kuakata,beach,Kuakata amazing experience wonderful staff memorable stay with excellent food outstanding service and perfect location,5
kuakata,beach,Kuakata good service and clean room okay place for one night,3
kuakata,beach,Kuakata rude staff and noisy place,1
kuakata,beach,Kuakata comfortable stay would return pleasant view and good wifi okay place for one night,4
kuakata,beach,Kuakata mediocre rooms with bad lighting,2
kuakata,beach,Kuakata worst experience ever terrible service and dirty room mediocre rooms with bad lighting,1
kuakata,beach,Kuakata staff ignored our complaints rude staff and noisy place,1
kuakata,beach,Kuakata reasonable value for a short trip,3
kuakata,beach,Kuakata staff ignored our complaints,1
kuakata,beach,Kuakata nice food and helpful staff comfortable stay would return,4
kuakata,beach,Kuakata staff ignored our complaints,1
kuakata,beach,Kuakata good service and clean room,4
kuakata,beach,Kuakata good service and clean room,4
kuakata,beach,Kuakata nice food and helpful staff amazing experience wonderful staff,5
kuakata,beach,Kuakata small room and unhelpful staff mediocre rooms with bad lighting decent location but small rooms,2
kuakata,beach,Kuakata reasonable value for a short trip,3
kuakata,beach,Kuakata memorable stay with excellent food great breakfast and friendly staff,5
kuakata,beach,Kuakata reasonable value for a short trip decent location but small rooms,3
kuakata,beach,Kuakata fine but nothing to remember expected better from the pictures,3
kuakata,beach,Kuakata rude staff and noisy place,1
kuakata,beach,Kuakata nice food and helpful staff,4
kuakata,beach,Kuakata amazing experience wonderful staff amazing experience wonderful staff,5
kuakata,beach,Kuakata good service and clean room decent location but small rooms,3
kuakata,beach,Kuakata rude staff and noisy place horrible smell and broken air conditioning,1
kuakata,beach,Kuakata not worth the price expected better from the pictures,2
kuakata,beach,Kuakata mediocre rooms with bad lighting,2
kuakata,beach,Kuakata mediocre rooms with bad lighting,2
kuakata,beach,Kuakata reasonable value for a short trip,3
kuakata,beach,Kuakata good service and clean room outstanding service and perfect location,4
kuakata,beach,Kuakata memorable stay with excellent food comfortable stay would return,5
kuakata,beach,Kuakata best trip ever highly recommend memorable stay with excellent food outstanding service and perfect location,5
kuakata,beach,Kuakata great breakfast and friendly staff good service and clean room,4
kuakata,beach,Kuakata terrible service and dirty room terrible service and dirty room mediocre rooms with bad lighting,1
kuakata,beach,Kuakata nice food and helpful staff outstanding service and perfect location,5
kuakata,beach,Kuakata decent location but small rooms,3
kuakata,beach,Kuakata comfortable stay would return,4
kuakata,beach,Kuakata good service and clean room,4
kuakata,beach,Kuakata best trip ever highly recommend good service and clean room,4
kuakata,beach,Kuakata mediocre rooms with bad lighting terrible service and dirty room,1
kuakata,beach,Kuakata below average food and slow wifi expected better from the pictures decent location but small rooms,2
kuakata,beach,Kuakata decent location but small rooms comfortable stay would return,4
kuakata,beach,Kuakata great breakfast and friendly staff average stay nothing special,3
kuakata,beach,Kuakata mediocre rooms with bad lighting expected better from the pictures,2
kuakata,beach,Kuakata great breakfast and friendly staff not worth the price okay place for one night,3
kuakata,beach,Kuakata best trip ever highly recommend good service and clean room,5
kuakata,beach,Kuakata amazing experience wonderful staff spotless room with great view,5
kuakata,beach,Kuakata comfortable stay would return,4
kuakata,beach,Kuakata small room and unhelpful staff decent location but small rooms,2
kuakata,beach,Kuakata mediocre rooms with bad lighting fine but nothing to remember,2
kuakata,beach,Kuakata not worth the price below average food and slow wifi worst experience ever,1
kuakata,beach,Kuakata horrible smell and broken air conditioning,1
paharpur,heritage,Paharpur not worth the price,2
paharpur,heritage,Paharpur fine but nothing to remember mediocre rooms with bad lighting not worth the price,2
paharpur,heritage,Paharpur rude staff and noisy place below average food and slow wifi,2
paharpur,heritage,Paharpur pleasant view and good wifi,4
paharpur,heritage,Paharpur terrible service and dirty room terrible service and dirty room,1
paharpur,heritage,Paharpur okay place for one night great breakfast and friendly staff,4
paharpur,heritage,Paharpur reasonable value for a short trip expected better from the pictures,2
paharpur,heritage,Paharpur below average food and slow wifi below average food and slow wifi rude staff and noisy place,2
paharpur,heritage,Paharpur terrible service and dirty room not worth the price,1
paharpur,heritage,Paharpur below average food and slow wifi,2
paharpur,heritage,Paharpur mediocre rooms with bad lighting worst experience ever staff ignored our complaints,1
paharpur,heritage,Paharpur best trip ever highly recommend comfortable stay would return memorable stay with excellent food,4
paharpur,heritage,Paharpur rude staff and noisy place,1
paharpur,heritage,Paharpur comfortable stay would return average stay nothing special,4
paharpur,heritage,Paharpur good service and clean room comfortable stay would return great breakfast and friendly staff,4
paharpur,heritage,Paharpur okay place for one night expected better from the pictures small room and unhelpful staff,3
paharpur,heritage,Paharpur outstanding service and perfect location,5
paharpur,heritage,Paharpur below average food and slow wifi worst experience ever terrible service and dirty room,2
paharpur,heritage,Paharpur below average food and slow wifi staff ignored our complaints,2
paharpur,heritage,Paharpur fine but nothing to remember,3
paharpur,heritage,Paharpur rude staff and noisy place,1
paharpur,heritage,Paharpur staff ignored our complaints,1
paharpur,heritage,Paharpur terrible service and dirty room,1
paharpur,heritage,Paharpur fine but nothing to remember,3
paharpur,heritage,Paharpur outstanding service and perfect location,5
paharpur,heritage,Paharpur nice food and helpful staff memorable stay with excellent food outstanding service and perfect location,5
paharpur,heritage,Paharpur spotless room with great view,5
paharpur,heritage,Paharpur horrible smell and broken air conditioning mediocre rooms with bad lighting,1
paharpur,heritage,Paharpur pleasant view and good wifi best trip ever highly recommend,5
paharpur,heritage,Paharpur horrible smell and broken air conditioning below average food and slow wifi terrible service and dirty room,1
paharpur,heritage,Paharpur average stay nothing special reasonable value for a short trip average stay nothing special,3
paharpur,heritage,Paharpur best trip ever highly recommend nice food and helpful staff outstanding service and perfect location,5
paharpur,heritage,Paharpur staff ignored our complaints small room and unhelpful staff,2
paharpur,heritage,Paharpur not worth the price good service and clean room fine but nothing to remember,3
paharpur,heritage,Paharpur good service and clean room great breakfast and friendly staff,4
paharpur,heritage,Paharpur not worth the price rude staff and noisy place,1
paharpur,heritage,Paharpur okay place for one night below average food and slow wifi,3
paharpur,heritage,Paharpur amazing experience wonderful staff,5
paharpur,heritage,Paharpur comfortable stay would return fine but nothing to remember average stay nothing special,3
paharpur,heritage,Paharpur best trip ever highly recommend memorable stay with excellent food nice food and helpful staff,5
paharpur,heritage,Paharpur outstanding service and perfect location great breakfast and friendly staff spotless room with great view,5
paharpur,heritage,Paharpur below average food and slow wifi worst experience ever expected better from the pictures,2
paharpur,heritage,Paharpur staff ignored our complaints not worth the price below average food and slow wifi,1
paharpur,heritage,Paharpur nice food and helpful staff,4
paharpur,heritage,Paharpur worst experience ever not worth the price,2
paharpur,heritage,Paharpur staff ignored our complaints mediocre rooms with bad lighting,2
paharpur,heritage,Paharpur decent location but small rooms okay place for one night not worth the price,3
paharpur,heritage,Paharpur comfortable stay would return spotless room with great view,5
paharpur,heritage,Paharpur worst experience ever not worth the price,1
paharpur,heritage,Paharpur not worth the price average stay nothing special,3
paharpur,heritage,Paharpur comfortable stay would return,4
paharpur,heritage,Paharpur okay place for one night reasonable value for a short trip,3
paharpur,heritage,Paharpur worst experience ever,1
paharpur,heritage,Paharpur decent location but small rooms,3
paharpur,heritage,Paharpur mediocre rooms with bad lighting horrible smell and broken air conditioning,1
paharpur,heritage,Paharpur fine but nothing to remember fine but nothing to remember,3
paharpur,heritage,Paharpur amazing experience wonderful staff good service and clean room,5
paharpur,heritage,Paharpur nice food and helpful staff comfortable stay would return best trip ever highly recommend,5
paharpur,heritage,Paharpur spotless room with great view okay place for one night comfortable stay would return,4
paharpur,heritage,Paharpur comfortable stay would return best trip ever highly recommend spotless room with great view,5
paharpur,heritage,Paharpur staff ignored our complaints,1
paharpur,heritage,Paharpur staff ignored our complaints horrible smell and broken air conditioning,1
paharpur,heritage,Paharpur staff ignored our complaints,1
paharpur,heritage,Paharpur comfortable stay would return,4
paharpur,heritage,Paharpur okay place for one night okay place for one night nice food and helpful staff,3
paharpur,heritage,Paharpur good service and clean room average stay nothing special reasonable value for a short trip,3
paharpur,heritage,Paharpur great breakfast and friendly staff memorable stay with excellent food okay place for one night,4
paharpur,heritage,Paharpur pleasant view and good wifi nice food and helpful staff memorable stay with excellent food,5
paharpur,heritage,Paharpur great breakfast and friendly staff,4
paharpur,heritage,Paharpur not worth the price,2
paharpur,heritage,Paharpur terrible service and dirty room small room and unhelpful staff,2
paharpur,heritage,Paharpur great breakfast and friendly staff,4
paharpur,heritage,Paharpur worst experience ever,1
paharpur,heritage,Paharpur below average food and slow wifi horrible smell and broken air conditioning average stay nothing special,2
paharpur,heritage,Paharpur nice food and helpful staff decent location but small rooms,3
paharpur,heritage,Paharpur expected better from the pictures,2
paharpur,heritage,Paharpur worst experience ever,1
paharpur,heritage,Paharpur small room and unhelpful staff fine but nothing to remember,2
paharpur,heritage,Paharpur worst experience ever,1
paharpur,heritage,Paharpur below average food and slow wifi mediocre rooms with bad lighting,2
paharpur,heritage,Paharpur fine but nothing to remember,3
paharpur,heritage,Paharpur fine but nothing to remember great breakfast and friendly staff,3
paharpur,heritage,Paharpur average stay nothing special below average food and slow wifi fine but nothing to remember,2
paharpur,heritage,Paharpur horrible smell and broken air conditioning horrible smell and broken air conditioning,1
paharpur,heritage,Paharpur nice food and helpful staff comfortable stay would return outstanding service and perfect location,4
paharpur,heritage,Paharpur pleasant view and good wifi,4
paharpur,heritage,Paharpur terrible service and dirty room terrible service and dirty room,1
paharpur,heritage,Paharpur amazing experience wonderful staff,5
paharpur,heritage,Paharpur best trip ever highly recommend amazing experience wonderful staff good service and clean room,5
paharpur,heritage,Paharpur okay place for one night,3
paharpur,heritage,Paharpur great breakfast and friendly staff decent location but small rooms,4
paharpur,heritage,Paharpur good service and clean room okay place for one night,3
paharpur,heritage,Paharpur okay place for one night reasonable value for a short trip expected better from the pictures,3
paharpur,heritage,Paharpur great breakfast and friendly staff decent location but small rooms not worth the price,3
paharpur,heritage,Paharpur worst experience ever,1
paharpur,heritage,Paharpur worst experience ever rude staff and noisy place,1
paharpur,heritage,Paharpur small room and unhelpful staff,2
paharpur,heritage,Paharpur comfortable stay would return,4
paharpur,heritage,Paharpur pleasant view and good wifi nice food and helpful staff,4
paharpur,heritage,Paharpur terrible service and dirty room terrible service and dirty room,1
rajshahi,heritage,Rajshahi pleasant view and good wifi reasonable value for a short trip,4
rajshahi,heritage,Rajshahi good service and clean room fine but nothing to remember memorable stay with excellent food,4
rajshahi,heritage,Rajshahi okay place for one night not worth the price small room and unhelpful staff,2
rajshahi,heritage,Rajshahi comfortable stay would return,4
rajshahi,heritage,Rajshahi best trip ever highly recommend,5
rajshahi,heritage,Rajshahi expected better from the pictures,2
rajshahi,heritage,Rajshahi okay place for one night staff ignored our complaints below average food and slow wifi,2
rajshahi,heritage,Rajshahi fine but nothing to remember nice food and helpful staff,4
rajshahi,heritage,Rajshahi memorable stay with excellent food,5
rajshahi,heritage,Rajshahi mediocre rooms with bad lighting,2
rajshahi,heritage,Rajshahi okay place for one night good service and clean room mediocre rooms with bad lighting,3
rajshahi,heritage,Rajshahi memorable stay with excellent food,5
rajshahi,heritage,Rajshahi terrible service and dirty room expected better from the pictures terrible service and dirty room,1
rajshahi,heritage,Rajshahi memorable stay with excellent food,5
rajshahi,heritage,Rajshahi okay place for one night pleasant view and good wifi,3
rajshahi,heritage,Rajshahi okay place for one night okay place for one night,3
rajshahi,heritage,Rajshahi decent location but small rooms good service and clean room,3
rajshahi,heritage,Rajshahi worst experience ever,1
rajshahi,heritage,Rajshahi outstanding service and perfect location best trip ever highly recommend,5
rajshahi,heritage,Rajshahi small room and unhelpful staff terrible service and dirty room,1
rajshahi,heritage,Rajshahi staff ignored our complaints worst experience ever rude staff and noisy place,1
rajshahi,heritage,Rajshahi small room and unhelpful staff,2
rajshahi,heritage,Rajshahi comfortable stay would return spotless room with great view great breakfast and friendly staff,5
rajshahi,heritage,Rajshahi best trip ever highly recommend,5
rajshahi,heritage,Rajshahi small room and unhelpful staff terrible service and dirty room,1
rajshahi,heritage,Rajshahi amazing experience wonderful staff spotless room with great view,5
rajshahi,heritage,Rajshahi amazing experience wonderful staff nice food and helpful staff,5
rajshahi,heritage,Rajshahi great breakfast and friendly staff good service and clean room,4
rajshahi,heritage,Rajshahi horrible smell and broken air conditioning,1
rajshahi,heritage,Rajshahi decent location but small rooms nice food and helpful staff amazing experience wonderful staff,4
rajshahi,heritage,Rajshahi good service and clean room,4
rajshahi,heritage,Rajshahi okay place for one night reasonable value for a short trip,3
rajshahi,heritage,Rajshahi worst experience ever rude staff and noisy place,1
rajshahi,heritage,Rajshahi staff ignored our complaints horrible smell and broken air conditioning mediocre rooms with bad lighting,1
rajshahi,heritage,Rajshahi fine but nothing to remember comfortable stay would return fine but nothing to remember,3
rajshahi,heritage,Rajshahi decent location but small rooms okay place for one night reasonable value for a short trip,3
rajshahi,heritage,Rajshahi fine but nothing to remember not worth the price,3
rajshahi,heritage,Rajshahi memorable stay with excellent food nice food and helpful staff best trip ever highly recommend,5
rajshahi,heritage,Rajshahi small room and unhelpful staff terrible service and dirty room staff ignored our complaints,1
rajshahi,heritage,Rajshahi memorable stay with excellent food,5
rajshahi,heritage,Rajshahi best trip ever highly recommend great breakfast and friendly staff spotless room with great view,5
rajshahi,heritage,Rajshahi expected better from the pictures mediocre rooms with bad lighting,2
rajshahi,heritage,Rajshahi rude staff and noisy place,1
rajshahi,heritage,Rajshahi great breakfast and friendly staff,4
rajshahi,heritage,Rajshahi average stay nothing special,3
rajshahi,heritage,Rajshahi mediocre rooms with bad lighting small room and unhelpful staff average stay nothing special,3
rajshahi,heritage,Rajshahi worst experience ever below average food and slow wifi,1
rajshahi,heritage,Rajshahi memorable stay with excellent food,5
rajshahi,heritage,Rajshahi best trip ever highly recommend outstanding service and perfect location spotless room with great view,5
rajshahi,heritage,Rajshahi reasonable value for a short trip,3
rajshahi,heritage,Rajshahi reasonable value for a short trip,3
rajshahi,heritage,Rajshahi nice food and helpful staff,4
rajshahi,heritage,Rajshahi nice food and helpful staff,4
rajshahi,heritage,Rajshahi horrible smell and broken air conditioning rude staff and noisy place,1
rajshahi,heritage,Rajshahi outstanding service and perfect location good service and clean room,5
rajshahi,heritage,Rajshahi comfortable stay would return good service and clean room pleasant view and good wifi,4
rajshahi,heritage,Rajshahi mediocre rooms with bad lighting horrible smell and broken air conditioning,1
rajshahi,heritage,Rajshahi best trip ever highly recommend pleasant view and good wifi,4
rajshahi,heritage,Rajshahi pleasant view and good wifi,4
rajshahi,heritage,Rajshahi okay place for one night small room and unhelpful staff,2
rajshahi,heritage,Rajshahi nice food and helpful staff,4
rajshahi,heritage,Rajshahi reasonable value for a short trip decent location but small rooms,3
rajshahi,heritage,Rajshahi nice food and helpful staff,4
rajshahi,heritage,Rajshahi horrible smell and broken air conditioning mediocre rooms with bad lighting,1
rajshahi,heritage,Rajshahi terrible service and dirty room rude staff and noisy place horrible smell and broken air conditioning,1
rajshahi,heritage,Rajshahi expected better from the pictures,2
rajshahi,heritage,Rajshahi staff ignored our complaints expected better from the pictures staff ignored our complaints,1
rajshahi,heritage,Rajshahi memorable stay with excellent food comfortable stay would return,5
rajshahi,heritage,Rajshahi expected better from the pictures,2
rajshahi,heritage,Rajshahi decent location but small rooms,3
rajshahi,heritage,Rajshahi mediocre rooms with bad lighting below average food and slow wifi decent location but small rooms,2
rajshahi,heritage,Rajshahi fine but nothing to remember fine but nothing to remember,3
rajshahi,heritage,Rajshahi mediocre rooms with bad lighting rude staff and noisy place small room and unhelpful staff,2
rajshahi,heritage,Rajshahi not worth the price expected better from the pictures,2
rajshahi,heritage,Rajshahi below average food and slow wifi,2
rajshahi,heritage,Rajshahi below average food and slow wifi,2
rajshahi,heritage,Rajshahi below average food and slow wifi,2
rajshahi,heritage,Rajshahi decent location but small rooms,3
rajshahi,heritage,Rajshahi outstanding service and perfect location great breakfast and friendly staff fine but nothing to remember,4
rajshahi,heritage,Rajshahi worst experience ever terrible service and dirty room not worth the price,1
rajshahi,heritage,Rajshahi average stay nothing special,3
rajshahi,heritage,Rajshahi mediocre rooms with bad lighting,2
rajshahi,heritage,Rajshahi horrible smell and broken air conditioning below average food and slow wifi,1
rajshahi,heritage,Rajshahi staff ignored our complaints terrible service and dirty room below average food and slow wifi,1
rajshahi,heritage,Rajshahi outstanding service and perfect location best trip ever highly recommend,5
rajshahi,heritage,Rajshahi fine but nothing to remember,3
rajshahi,heritage,Rajshahi okay place for one night expected better from the pictures,2
rajshahi,heritage,Rajshahi spotless room with great view,5
rajshahi,heritage,Rajshahi pleasant view and good wifi,4
rajshahi,heritage,Rajshahi rude staff and noisy place,1
rajshahi,heritage,Rajshahi not worth the price reasonable value for a short trip,3
rajshahi,heritage,Rajshahi memorable stay with excellent food pleasant view and good wifi,4
rajshahi,heritage,Rajshahi decent location but small rooms,3
rajshahi,heritage,Rajshahi best trip ever highly recommend outstanding service and perfect location,5
rajshahi,heritage,Rajshahi not worth the price horrible smell and broken air conditioning,1
rajshahi,heritage,Rajshahi worst experience ever,1
rajshahi,heritage,Rajshahi best trip ever highly recommend good service and clean room,4
rajshahi,heritage,Rajshahi best trip ever highly recommend outstanding service and perfect location,5
rajshahi,heritage,Rajshahi terrible service and dirty room,1
rajshahi,heritage,Rajshahi pleasant view and good wifi,4
rangamati,nature,Rangamati nice food and helpful staff,4
rangamati,nature,Rangamati memorable stay with excellent food,5
rangamati,nature,Rangamati not worth the price terrible service and dirty room,2
rangamati,nature,Rangamati comfortable stay would return spotless room with great view memorable stay with excellent food,5
rangamati,nature,Rangamati nice food and helpful staff,4
rangamati,nature,Rangamati mediocre rooms with bad lighting average stay nothing special,2
rangamati,nature,Rangamati decent location but small rooms,3
rangamati,nature,Rangamati good service and clean room average stay nothing special reasonable value for a short trip,3
rangamati,nature,Rangamati fine but nothing to remember mediocre rooms with bad lighting nice food and helpful staff,3
rangamati,nature,Rangamati reasonable value for a short trip good service and clean room,3
rangamati,nature,Rangamati nice food and helpful staff decent location but small rooms,4
rangamati,nature,Rangamati amazing experience wonderful staff memorable stay with excellent food amazing experience wonderful staff,5
rangamati,nature,Rangamati decent location but small rooms,3
rangamati,nature,Rangamati pleasant view and good wifi fine but nothing to remember,3
rangamati,nature,Rangamati rude staff and noisy place rude staff and noisy place mediocre rooms with bad lighting,1
rangamati,nature,Rangamati terrible service and dirty room not worth the price small room and unhelpful staff,2
rangamati,nature,Rangamati terrible service and dirty room mediocre rooms with bad lighting,2
rangamati,nature,Rangamati pleasant view and good wifi outstanding service and perfect location,4
rangamati,nature,Rangamati memorable stay with excellent food,5
rangamati,nature,Rangamati nice food and helpful staff,4
rangamati,nature,Rangamati average stay nothing special,3
rangamati,nature,Rangamati great breakfast and friendly staff,4
rangamati,nature,Rangamati below average food and slow wifi mediocre rooms with bad lighting,2
rangamati,nature,Rangamati decent location but small rooms decent location but small rooms good service and clean room,3
rangamati,nature,Rangamati comfortable stay would return,4
rangamati,nature,Rangamati spotless room with great view,5
rangamati,nature,Rangamati nice food and helpful staff fine but nothing to remember,3
rangamati,nature,Rangamati good service and clean room pleasant view and good wifi amazing experience wonderful staff,4
rangamati,nature,Rangamati good service and clean room,4
rangamati,nature,Rangamati reasonable value for a short trip not worth the price great breakfast and friendly staff,3
rangamati,nature,Rangamati expected better from the pictures below average food and slow wifi average stay nothing special,3
rangamati,nature,Rangamati fine but nothing to remember,3
rangamati,nature,Rangamati pleasant view and good wifi,4
rangamati,nature,Rangamati staff ignored our complaints,1
rangamati,nature,Rangamati horrible smell and broken air conditioning,1
rangamati,nature,Rangamati reasonable value for a short trip mediocre rooms with bad lighting worst experience ever,2
rangamati,nature,Rangamati decent location but small rooms not worth the price average stay nothing special,3
rangamati,nature,Rangamati fine but nothing to remember,3
rangamati,nature,Rangamati staff ignored our complaints horrible smell and broken air conditioning,1
rangamati,nature,Rangamati comfortable stay would return best trip ever highly recommend best trip ever highly recommend,5
rangamati,nature,Rangamati great breakfast and friendly staff pleasant view and good wifi reasonable value for a short trip,3
rangamati,nature,Rangamati nice food and helpful staff,4
rangamati,nature,Rangamati rude staff and noisy place,1
rangamati,nature,Rangamati amazing experience wonderful staff,5
rangamati,nature,Rangamati fine but nothing to remember not worth the price expected better from the pictures,2
rangamati,nature,Rangamati comfortable stay would return best trip ever highly recommend,5
rangamati,nature,Rangamati terrible service and dirty room horrible smell and broken air conditioning,1
rangamati,nature,Rangamati pleasant view and good wifi okay place for one night,3
rangamati,nature,Rangamati terrible service and dirty room below average food and slow wifi,2
rangamati,nature,Rangamati not worth the price fine but nothing to remember fine but nothing to remember,3
rangamati,nature,Rangamati horrible smell and broken air conditioning,1
rangamati,nature,Rangamati amazing experience wonderful staff amazing experience wonderful staff good service and clean room,5
rangamati,nature,Rangamati spotless room with great view,5
rangamati,nature,Rangamati great breakfast and friendly staff,4
rangamati,nature,Rangamati rude staff and noisy place,1
rangamati,nature,Rangamati average stay nothing special small room and unhelpful staff small room and unhelpful staff,2
rangamati,nature,Rangamati nice food and helpful staff amazing experience wonderful staff great breakfast and friendly staff,4
rangamati,nature,Rangamati okay place for one night,3
rangamati,nature,Rangamati horrible smell and broken air conditioning staff ignored our complaints,1
rangamati,nature,Rangamati amazing experience wonderful staff outstanding service and perfect location,5
rangamati,nature,Rangamati amazing experience wonderful staff,5
rangamati,nature,Rangamati good service and clean room memorable stay with excellent food,5
rangamati,nature,Rangamati horrible smell and broken air conditioning mediocre rooms with bad lighting mediocre rooms with bad lighting,2
rangamati,nature,Rangamati rude staff and noisy place below average food and slow wifi,1
rangamati,nature,Rangamati below average food and slow wifi rude staff and noisy place,1
rangamati,nature,Rangamati decent location but small rooms below average food and slow wifi,2
rangamati,nature,Rangamati okay place for one night,3
rangamati,nature,Rangamati great breakfast and friendly staff,4
rangamati,nature,Rangamati okay place for one night not worth the price small room and unhelpful staff,2
rangamati,nature,Rangamati worst experience ever horrible smell and broken air conditioning,1
rangamati,nature,Rangamati memorable stay with excellent food amazing experience wonderful staff best trip ever highly recommend,5
rangamati,nature,Rangamati good service and clean room best trip ever highly recommend outstanding service and perfect location,5
rangamati,nature,Rangamati terrible service and dirty room not worth the price,1
rangamati,nature,Rangamati below average food and slow wifi,2
rangamati,nature,Rangamati fine but nothing to remember nice food and helpful staff,3
rangamati,nature,Rangamati good service and clean room,4
rangamati,nature,Rangamati below average food and slow wifi,2
rangamati,nature,Rangamati average stay nothing special decent location but small rooms,3
rangamati,nature,Rangamati not worth the price expected better from the pictures worst experience ever,1
rangamati,nature,Rangamati small room and unhelpful staff,2
rangamati,nature,Rangamati terrible service and dirty room,1
rangamati,nature,Rangamati decent location but small rooms,3
rangamati,nature,Rangamati expected better from the pictures below average food and slow wifi average stay nothing special,2
rangamati,nature,Rangamati great breakfast and friendly staff pleasant view and good wifi memorable stay with excellent food,5
rangamati,nature,Rangamati decent location but small rooms pleasant view and good wifi,3
rangamati,nature,Rangamati mediocre rooms with bad lighting,2
rangamati,nature,Rangamati mediocre rooms with bad lighting rude staff and noisy place not worth the price,1
rangamati,nature,Rangamati outstanding service and perfect location,5
rangamati,nature,Rangamati nice food and helpful staff pleasant view and good wifi amazing experience wonderful staff,4
rangamati,nature,Rangamati great breakfast and friendly staff good service and clean room spotless room with great view,4
rangamati,nature,Rangamati spotless room with great view memorable stay with excellent food nice food and helpful staff,5
rangamati,nature,Rangamati worst experience ever staff ignored our complaints rude staff and noisy place,1
rangamati,nature,Rangamati nice food and helpful staff memorable stay with excellent food,5
rangamati,nature,Rangamati pleasant view and good wifi great breakfast and friendly staff nice food and helpful staff,4
rangamati,nature,Rangamati amazing experience wonderful staff pleasant view and good wifi,5
rangamati,nature,Rangamati decent location but small rooms,3
rangamati,nature,Rangamati great breakfast and friendly staff best trip ever highly recommend,4
rangamati,nature,Rangamati average stay nothing special comfortable stay would return,4
rangamati,nature,Rangamati pleasant view and good wifi outstanding service and perfect location,4
rangamati,nature,Rangamati comfortable stay would return not worth the price okay place for one night,3
sreemangal,nature,Sreemangal good service and clean room,4
sreemangal,nature,Sreemangal rude staff and noisy place expected better from the pictures expected better from the pictures,2
sreemangal,nature,Sreemangal outstanding service and perfect location,5
sreemangal,nature,Sreemangal spotless room with great view great breakfast and friendly staff comfortable stay would return,5
sreemangal,nature,Sreemangal pleasant view and good wifi,4
sreemangal,nature,Sreemangal terrible service and dirty room horrible smell and broken air conditioning not worth the price,1
sreemangal,nature,Sreemangal fine but nothing to remember,3
sreemangal,nature,Sreemangal comfortable stay would return pleasant view and good wifi amazing experience wonderful staff,5
sreemangal,nature,Sreemangal staff ignored our complaints,1
sreemangal,nature,Sreemangal staff ignored our complaints,1
sreemangal,nature,Sreemangal expected better from the pictures mediocre rooms with bad lighting average stay nothing special,3
sreemangal,nature,Sreemangal outstanding service and perfect location outstanding service and perfect location,5
sreemangal,nature,Sreemangal rude staff and noisy place,1
