temperature,humidity,latitude,longitude,sos
33.6,73.9,23.98536,91.89357,0
31.1,64.4,24.40978,90.16576,1
30.5,72.1,22.96943,89.66724,1
34.5,82.3,23.38967,89.69594,0
36.7,55.7,23.25522,90.69882,1
34.1,65.4,23.18594,90.94534,0
27.0,67.9,23.10848,90.01418,0
27.7,57.5,24.61674,90.13283,1
27.0,63.4,24.15167,89.25853,0
33.6,65.9,23.4745,91.25916,0
34.4,73.9,23.93784,90.56905,1
30.6,62.3,23.67932,90.52441,0
28.7,68.2,22.93822,90.31731,1
30.7,52.4,24.32323,90.10933,1
24.1,56.9,22.37401,90.87572,1
29.4,60.8,23.61428,91.79644,0
22.0,62.6,24.89234,91.54342,1
30.0,60.7,23.77652,91.62704,0
26.9,73.3,22.38216,89.60942,0
31.5,55.1,22.39413,89.97787,1
29.9,79.4,24.44841,92.17649,0
30.9,70.7,22.95472,91.12741,0
32.3,54.9,23.76311,90.98097,0
28.4,85.5,23.04749,91.43809,1
24.0,64.8,23.09915,89.95128,0
29.3,68.3,23.74423,90.36092,1
28.2,65.4,23.94373,91.51599,0
35.4,81.4,23.51145,90.36878,1
24.5,79.2,23.07435,89.79152,0
22.4,67.0,23.59163,90.90842,1
26.9,73.3,23.5818,90.08264,1
32.1,75.4,24.37149,90.14932,0
32.3,70.2,23.51077,91.78312,1
29.1,68.9,22.37216,90.06556,1
30.6,70.1,23.24133,89.23352,0
26.1,69.8,22.12871,92.52379,1
33.8,58.3,23.07727,89.47775,0
28.9,68.5,22.83297,90.29106,0
33.0,52.5,22.2551,90.02751,1
26.3,75.5,23.81454,90.47663,1
29.6,67.5,23.24793,91.66238,0
30.7,72.8,23.33187,91.30007,1
22.3,63.2,23.08432,90.38131,0
30.3,54.5,24.10709,89.02888,1
28.6,80.7,23.22256,91.4047,1
29.2,61.3,23.81809,89.47533,1
33.1,89.1,24.73365,90.91412,1
27.9,86.6,24.48606,90.66484,1
30.2,91.9,23.72049,91.28345,0
26.3,60.5,24.16993,91.65357,0
32.1,73.4,23.33178,91.17409,1
27.1,71.2,23.86581,89.93554,0
31.2,74.7,23.28442,89.61764,1
28.9,79.4,24.0964,89.47251,0
34.6,86.4,23.49805,89.59197,1
28.6,67.2,23.54957,91.17011,1
32.9,54.1,22.40423,89.78357,0
34.2,56.7,23.68899,90.37348,1
28.0,59.1,23.43718,90.63179,0
26.8,74.8,23.79614,89.39359,1
29.1,74.2,22.66335,89.8834,1
29.0,84.6,23.78754,91.1068,0
34.7,63.7,23.93285,90.86047,0
36.9,67.7,23.42197,89.38762,0
28.7,80.7,25.02627,89.76141,0
27.2,71.8,24.44617,91.17909,1
20.7,79.1,22.74251,89.53978,0
26.3,83.2,23.05186,89.64486,1
25.4,55.9,22.68997,89.85498,0
28.5,79.3,24.33994,90.46841,0
29.6,71.0,23.34636,91.02412,1
23.7,60.7,22.20706,90.71657,1
28.2,55.9,23.30117,89.64168,0
28.1,63.4,23.28846,91.5474,0
33.2,66.6,23.83058,90.03592,0
32.6,68.0,22.75477,90.45175,1
28.5,77.0,24.70251,90.53676,0
35.3,72.8,23.61916,90.37856,1
40.2,75.0,23.12911,90.5388,1
33.6,72.3,24.41509,90.42878,0
33.2,66.9,24.16752,91.68016,1
31.0,66.3,23.35652,90.42971,1
22.0,60.9,24.3103,90.80621,0
28.2,76.5,22.71272,89.56045,1
27.8,80.6,23.66042,90.12468,0
27.0,64.4,23.47673,90.82639,1
29.7,70.6,23.51736,90.4325,0
31.8,72.8,22.66677,89.92727,0
31.6,51.1,23.00039,90.4125,0
35.9,64.1,23.9588,89.37801,0
37.0,38.3,22.68386,90.93294,1
22.0,72.5,24.34894,90.81492,1
28.7,77.6,24.30696,89.31157,0
28.6,74.2,23.7939,89.61355,1
23.3,67.2,23.21427,92.06273,1
23.3,69.8,24.18566,90.45514,1
28.6,71.8,23.8578,90.0342,1
28.0,71.7,23.49695,90.12002,1
35.1,72.5,25.16443,91.25848,1
39.0,63.4,23.54687,90.21811,0
30.1,72.3,23.08226,91.41155,0
33.5,67.9,24.07875,90.58782,0
30.7,76.8,25.29939,90.03819,0
29.7,72.3,22.94989,90.63294,1
29.1,55.1,24.48549,91.24394,1
27.2,82.8,23.42658,90.47267,0
36.9,75.9,23.9199,90.14203,0
35.1,59.1,23.59426,91.54322,0
37.6,85.3,24.53597,90.23108,1
30.1,64.0,22.95305,89.82685,0
31.6,61.4,22.81151,90.72666,0
33.9,66.8,23.38524,90.07728,1
27.2,80.6,23.46255,90.2732,1
32.9,72.2,23.76132,90.39423,1
27.9,59.7,24.26424,89.6046,0
23.0,73.9,24.01949,91.45808,1
36.8,77.2,22.87996,89.88495,1
29.0,61.0,23.05292,92.29991,1
39.9,71.5,24.48521,90.71749,1
32.8,63.5,24.0609,90.20518,0
32.8,75.9,23.2546,90.70912,1
36.7,63.3,24.20145,89.88865,0
35.9,44.6,23.05146,89.90109,0
27.1,70.5,23.47168,90.05486,0
29.1,63.3,24.15901,90.29641,1
27.0,61.1,23.78221,91.66526,1
28.9,72.1,24.00515,90.89109,0
34.1,62.2,23.33208,89.64472,1
28.3,83.5,22.8932,91.70389,0
28.7,62.0,23.54165,90.86425,0
25.2,77.7,24.48294,90.41861,1
31.4,71.3,23.7378,91.6146,1
30.5,78.5,22.91741,90.96663,1
33.7,71.0,23.2356,90.80947,1
33.7,57.3,24.07545,91.24704,1
25.5,74.8,22.30813,89.94551,1
29.9,75.3,23.36396,90.96429,0
29.5,71.7,22.78702,89.94651,1
31.4,75.0,24.25442,89.8467,1
29.8,48.1,23.9639,89.81734,0
27.0,59.6,22.74789,89.786,1
29.1,70.8,23.73135,90.63773,1
31.3,79.9,23.68693,89.854,0
38.0,57.5,22.32989,90.33304,1
35.9,46.2,22.46778,89.71113,0
31.4,78.0,23.62712,90.3407,0
22.7,92.6,23.30984,89.97153,0
30.2,85.5,23.85719,90.60712,0
29.5,57.9,23.02308,91.57672,0
32.3,80.4,23.01623,90.28311,1
31.4,63.8,24.07433,90.36543,0
28.8,82.0,23.32929,90.1438,1
30.6,88.7,23.40823,90.92057,1
30.6,89.7,22.12538,89.73885,1
34.6,70.8,23.52363,90.09429,1
33.7,69.6,23.18956,89.88373,0
28.1,66.7,22.67036,91.02725,1
25.2,68.3,24.4679,89.78726,1
33.0,57.2,23.67978,91.07341,0
23.5,71.9,23.74339,91.44489,0
33.7,78.9,21.9278,90.85788,1
30.6,61.2,22.75573,90.89125,1
38.6,70.9,24.20542,90.57889,0
25.5,77.7,24.88621,90.87042,1
33.1,75.0,24.04347,90.59368,1
23.1,83.3,22.83063,91.96268,0
31.7,62.7,23.54976,89.50349,0
25.5,57.2,23.94998,90.43101,0
29.2,85.4,23.21719,90.67238,0
26.9,60.3,23.78019,90.12223,1
33.6,64.4,23.68995,91.65006,1
27.5,80.6,25.00329,89.68939,0
32.9,80.3,24.59588,89.87731,0
28.9,84.3,23.94516,90.04267,0
31.3,64.7,24.39105,89.79859,1
34.6,77.5,23.26599,91.03116,1
25.2,75.2,23.56382,90.15636,1
29.8,70.0,23.23026,90.87325,0
25.0,79.8,23.24229,91.00467,1
26.4,62.4,23.52259,91.57223,1
29.5,72.4,24.53592,90.306,1
32.5,79.3,23.17124,91.63697,0
29.5,66.4,24.55101,89.80272,1
25.7,76.1,23.21359,91.53809,1
28.6,65.4,23.52255,91.06668,1
31.1,62.5,24.31952,90.85133,1
31.5,63.4,22.10159,90.16473,1
29.3,59.9,22.78765,90.52557,0
36.4,65.4,23.28255,90.85347,0
23.7,55.2,22.4459,90.5435,0
29.2,75.6,24.57877,91.29331,0
31.2,81.2,22.8851,90.59058,1
36.3,78.4,22.52211,90.76825,1
37.4,70.9,23.3632,90.65761,0
29.2,63.4,22.4699,90.37937,0
29.0,84.6,23.29759,90.71218,1
33.6,64.7,23.67481,89.57838,0
30.3,84.3,23.78693,90.09534,1
28.3,64.8,23.54615,90.23759,1
33.9,66.3,24.71008,90.19546,1
31.7,66.8,23.36712,91.32051,0
26.8,66.3,21.83379,89.54333,1
26.3,60.3,23.24533,90.92365,1
30.6,74.1,23.34344,89.70236,1
26.5,68.6,22.58786,91.51525,1
30.8,58.8,23.39231,91.04125,1
34.8,60.2,22.87304,90.94868,1
27.5,88.8,23.46252,90.74784,0
33.1,84.7,23.63553,90.39366,1
37.5,91.7,23.44862,90.80546,1
23.8,68.5,23.35583,91.08329,1
26.2,71.4,24.2629,90.91478,1
28.4,55.4,23.50071,90.73424,0
28.3,54.7,24.18519,89.71447,0
33.8,67.3,22.76471,91.53648,0
33.2,81.3,23.94265,91.11597,1
31.2,68.3,23.58878,90.0597,1
24.7,70.5,22.26158,90.9481,0
29.8,74.3,23.02433,90.30368,1
30.7,67.0,24.09579,90.80727,1
33.7,51.1,23.52737,89.49133,1
30.2,62.1,23.40397,90.04834,0
35.1,69.4,22.96746,89.67808,0
27.0,61.7,24.1275,91.63118,1
31.3,66.3,23.15802,90.30586,0
24.7,70.5,23.51567,89.3834,1
28.5,88.4,24.00634,91.40179,1
29.7,60.5,22.98834,91.04193,0
28.5,61.2,23.39924,90.04382,0
27.3,60.8,24.00683,91.16915,0
31.3,77.5,24.41041,90.00035,1
27.7,73.4,24.06098,89.74751,1
30.0,59.1,22.95198,90.91089,1
34.5,70.7,22.47003,91.19829,1
32.9,70.6,23.75969,89.90126,1
34.5,71.7,23.51977,89.85884,0
32.8,62.9,22.26542,91.6326,0
36.4,83.5,23.41522,90.81206,1
25.8,66.7,23.1829,90.37474,0
30.7,67.6,22.95797,90.20595,1
35.1,73.1,23.23146,90.9853,0
29.9,61.7,23.40288,91.13861,1
30.7,74.9,23.88161,90.86116,0
33.8,55.1,24.47744,90.72948,0
29.7,80.2,22.61257,90.63895,1
35.7,66.1,23.20922,89.4566,0
38.2,71.9,24.38396,90.22729,1
25.2,69.3,23.7855,90.38158,0
28.3,63.5,24.40524,91.11552,1
25.6,76.3,23.85242,91.73601,1
32.0,70.4,22.88415,90.6665,0
33.2,80.4,22.86155,89.01398,1
21.0,77.8,24.7778,90.72431,0
26.5,86.6,23.89522,91.36576,0
29.2,71.2,22.82567,90.61791,1
28.6,67.3,21.98514,91.27843,0
27.7,83.6,24.26746,90.62999,1
34.2,70.3,23.14256,89.36799,0
28.9,78.6,23.77336,91.17136,0
32.1,73.1,23.69855,90.25406,0
34.0,60.7,24.15514,90.68986,0
27.6,48.8,23.23857,90.32269,0
30.0,75.1,24.83269,90.56331,0
31.3,60.3,22.60684,91.16084,1
33.1,69.4,23.74454,89.95792,1
26.4,79.2,24.06175,90.87553,1
31.3,86.5,24.60884,91.08733,0
32.8,47.6,24.02441,89.96837,0
33.9,56.5,24.02397,91.29592,0
31.4,86.1,24.01469,90.56364,1
24.3,91.0,24.01136,90.76787,1
31.5,63.1,23.44989,91.51966,0
27.5,69.6,22.66235,89.48672,0
29.3,75.7,23.45472,90.53814,0
28.5,50.3,25.20998,89.92181,1
28.5,73.3,23.15159,91.76264,1
27.6,78.7,23.21909,91.05544,1
37.6,82.1,23.0429,91.20907,0
29.2,71.6,22.68364,90.83013,0
30.1,83.7,23.21389,90.53819,0
28.4,78.4,22.11754,90.65776,0
30.8,67.0,23.81437,92.00029,0
31.9,56.3,23.39364,89.80943,1
27.9,59.2,22.74271,91.05455,0
33.9,74.5,23.00191,90.01037,1
31.8,67.4,23.60011,90.20052,0
29.1,48.8,23.50952,91.43589,0
24.5,69.4,22.83027,91.31006,1
33.4,62.5,21.80503,90.41232,0
27.5,84.6,24.08628,90.22681,0
27.0,72.4,22.92768,90.14288,0
29.3,81.7,23.9452,90.31991,1
32.0,70.1,22.72305,90.48817,0
27.2,80.8,23.59845,90.79921,0
29.0,75.6,24.20703,90.42709,0
36.2,79.4,23.37148,91.04932,0
24.5,56.0,23.6983,90.93786,0
25.1,82.3,24.25393,88.84937,0
29.1,79.0,23.72759,90.17488,0
33.5,75.6,23.30228,90.88007,1
31.0,65.8,23.23913,90.30682,0
36.6,57.7,22.84722,90.76581,1
36.5,70.4,23.47674,89.534,0
28.4,68.9,23.03665,89.35518,0
23.3,74.0,23.50752,89.79476,1
26.3,64.3,23.68087,91.51839,0
31.9,69.4,22.38647,90.11995,0
27.4,86.5,22.46581,92.4196,1
25.8,61.7,23.38972,90.05614,1
31.6,72.3,22.89308,90.80211,1
26.1,86.9,24.94121,89.25272,0
26.7,80.3,23.32342,91.13991,1
35.0,58.8,23.51185,90.90766,1
34.5,55.6,23.94877,91.13716,0
28.1,67.3,22.51905,89.7325,1
27.6,58.3,22.45495,90.54068,1
29.4,77.1,23.1204,91.32743,0
25.7,55.6,23.44012,90.16482,0
29.4,77.9,24.1577,90.31863,0
27.0,75.8,23.1358,89.891,1
26.3,85.5,23.61984,89.90138,0
25.2,67.0,23.77563,90.02882,0
26.7,66.7,22.74972,90.50055,1
36.2,82.6,23.40827,90.79034,1
23.5,60.8,22.8325,91.40926,0
30.2,73.3,24.257,90.1294,1
29.7,72.9,23.2747,90.54268,0
27.5,79.5,23.33502,91.25277,0
34.2,60.3,23.90944,91.90984,0
29.9,56.5,24.63114,89.66535,1
30.5,57.2,23.8968,91.22151,1
31.8,66.8,22.99913,91.12459,1
33.6,68.3,24.82701,89.78301,1
33.4,92.8,23.61098,90.23665,1
29.4,65.3,23.79404,90.1277,1
34.5,79.1,24.03413,90.56763,0
29.6,71.8,23.88054,90.72011,0
30.3,69.2,24.05719,90.04504,0
26.0,70.6,22.21816,91.8979,0
31.1,79.2,23.22104,89.94868,0
27.7,66.4,23.31592,90.82693,0
31.9,52.4,22.63212,89.05616,1
31.7,92.5,23.64339,90.2116,1
40.5,69.4,23.63436,91.01221,0
28.4,66.4,24.44038,90.81457,1
25.4,77.3,22.57516,90.45389,0
30.6,76.1,23.85769,91.32179,1
26.6,71.8,22.33507,90.74979,1
33.2,68.5,23.45428,90.21714,1
24.1,66.9,24.09224,91.05989,0
26.5,55.7,23.3857,90.55674,0
35.5,82.4,22.61784,89.96119,0
33.2,54.5,24.24695,90.46547,0
30.1,72.2,23.98045,90.98897,1
26.8,71.5,24.02733,92.11674,1
32.9,64.0,23.50921,90.1703,1
35.8,65.4,23.22349,91.25764,0
26.0,76.3,23.05135,89.97815,1
31.4,70.1,23.25436,90.48365,0
38.1,87.3,23.26554,90.6727,0
30.3,77.0,23.37887,91.1477,0
31.1,72.7,22.56863,89.83553,0
32.8,75.6,23.51787,89.72991,0
26.5,85.7,23.75314,91.38398,1
23.7,56.7,23.14909,90.49948,1
29.1,59.9,24.5494,90.77154,1
35.8,80.2,23.72537,91.12812,0
33.8,64.5,24.09387,90.1299,0
32.7,73.1,23.79239,91.09931,0
28.7,69.4,23.72766,90.6633,1
31.6,36.6,23.77859,90.71807,1
29.4,55.6,23.90909,90.10306,1
33.1,59.5,24.55357,90.53599,1
27.4,66.2,23.84052,91.9797,1
41.4,53.6,24.20031,89.60269,1
32.1,73.1,23.84214,90.27289,1
31.3,83.2,23.57343,90.8194,1
26.2,64.1,24.04192,89.07551,1
24.7,51.8,23.21571,91.34045,0
24.5,68.1,23.63164,89.55595,1
32.5,66.9,22.15771,91.27233,0
32.0,78.1,23.45463,89.19769,0
32.1,85.2,22.62555,90.99101,1
31.9,52.6,22.89355,89.79098,1
33.9,69.7,23.66312,90.73049,1
27.3,71.3,24.21807,91.95124,0
29.1,72.0,24.26478,91.26602,0
28.7,67.5,24.34036,89.78618,1
35.5,72.5,22.02511,92.02679,1
33.3,68.4,24.84178,90.14767,1
37.3,70.2,22.69698,90.09985,0
24.7,58.0,23.53178,90.95183,1
27.4,75.4,23.57958,89.93352,1
29.7,80.0,23.82181,90.93378,1
27.2,65.4,23.62057,90.64213,0
30.0,69.6,23.28611,89.91253,0
36.0,52.6,23.33148,91.32294,0
34.8,54.0,23.20996,90.51279,0
24.7,61.3,21.43127,90.1665,0
31.8,68.6,24.14957,92.38084,0
33.1,54.4,24.14103,90.0319,0
37.6,57.2,23.72265,91.24983,0
28.9,83.3,24.49746,90.48385,1
26.1,73.1,23.24835,90.25783,0
31.5,79.4,22.39593,90.24422,0
25.5,71.6,23.668,91.08909,1
24.3,74.6,24.50135,89.3669,1
30.3,75.9,24.0364,91.68471,1
27.1,76.1,22.50923,90.44427,0
31.6,71.4,23.03408,90.46444,1
28.5,68.9,23.08693,91.55994,0
25.4,61.0,23.157,90.4876,1
35.1,89.4,24.37082,90.31776,1
37.4,64.4,23.55388,90.93139,1
26.9,53.8,23.93034,91.2487,0
25.3,72.0,23.45363,90.75241,1
30.1,54.4,23.42723,91.40767,1
26.1,77.0,23.55545,90.16474,1
33.2,62.0,22.99238,90.35798,1
31.3,69.4,23.5234,90.67873,1
32.0,60.8,22.96308,90.57066,0
25.8,41.4,24.78316,91.90738,1
28.1,80.4,22.37362,89.51744,0
26.9,68.4,23.78192,90.63336,0
36.7,76.0,24.69794,89.52378,1
26.1,93.1,24.1088,89.64967,1
31.9,61.5,22.2084,89.89466,1
28.3,67.5,22.12206,89.25104,1
26.5,74.6,23.43214,90.33867,0
30.3,82.2,24.03037,90.25414,0
35.4,75.8,22.72768,89.87955,0
35.0,58.5,24.2164,89.70476,0
30.4,62.7,22.92529,89.65114,1
19.1,57.7,23.80413,90.71387,0
29.7,77.2,24.46814,90.71004,1
27.1,75.3,23.75887,90.97447,1
28.1,81.6,24.25776,90.28147,0
36.4,67.2,22.99377,91.59434,1
28.4,62.2,23.16155,91.33757,1
29.0,76.8,23.73895,90.48603,1
28.0,51.4,22.55936,90.71248,0
35.9,72.7,22.45406,89.98179,0
21.0,64.1,23.54285,90.93171,1
34.9,76.9,23.2723,90.98344,0
35.9,69.4,23.84082,90.19684,1
32.5,60.2,22.47482,90.18517,0
29.4,59.3,24.01507,90.65692,0
29.9,65.7,23.09612,90.04201,0
35.9,73.6,23.88265,90.46864,0
31.2,78.5,23.33762,90.85627,0
32.2,70.0,22.98132,91.21765,0
27.3,88.6,22.19903,90.96114,0
32.8,72.5,23.46211,91.57423,1
28.3,61.6,23.34246,90.47341,0
19.2,73.1,23.09021,90.56653,0
34.5,57.5,23.86487,91.14508,0
27.8,79.8,22.98294,91.75587,1
33.9,78.5,24.53444,90.22566,1
26.5,61.2,23.38992,91.93051,0
35.0,70.0,23.41945,90.31309,0
37.8,60.6,22.92228,90.35137,1
28.7,55.6,23.99488,90.92298,0
33.4,56.2,24.04331,90.80122,1
24.3,69.0,23.36537,91.1368,0
30.1,77.6,23.3259,90.01346,1
33.4,64.7,23.46754,90.58098,1
36.8,74.7,22.92073,90.92832,1
35.6,69.2,23.30776,92.65793,1
30.4,65.1,22.92316,91.0775,0
34.0,59.0,22.80288,90.37087,0
32.1,65.8,23.66869,91.59,1
28.8,70.5,23.73342,90.63574,1
25.9,54.4,22.93005,89.70833,0
28.9,66.2,23.95195,90.31058,1
26.5,67.0,23.17689,90.29018,0
34.1,74.1,23.52396,90.34925,1
29.1,54.3,23.77999,90.88635,0
32.4,65.1,22.88594,89.87763,1
28.9,73.5,22.16318,90.5283,0
29.1,92.8,24.63177,89.53388,0
33.7,64.6,22.9103,89.50267,1
25.0,68.4,24.02712,89.98016,1
35.3,58.8,24.14189,91.32539,1
26.3,82.3,23.7391,90.31915,1
26.6,87.9,23.44592,89.88056,1
28.9,59.2,23.57407,91.81007,1
36.9,78.9,22.98833,91.28943,0
35.1,63.1,22.59789,91.39598,1
37.5,78.0,23.37841,90.90972,1
27.7,76.0,24.15468,90.2755,0
25.0,58.8,23.57778,90.41585,0
35.0,71.0,24.67695,90.33757,0
30.7,73.4,23.64091,90.59649,1
28.9,70.2,22.81095,90.38888,0
28.8,75.6,23.96688,90.21136,1
32.3,73.0,24.32207,90.7844,0
29.0,44.9,24.74044,90.74241,0
24.3,55.7,22.59664,90.89779,1
29.1,42.6,22.87394,90.78062,0
24.8,84.6,24.037,89.58989,1
24.0,68.5,23.50499,90.6545,1
34.6,76.6,24.77954,90.6407,0
