days,travellers,daily_budget,distance_km,month,interests,category,season,total_spend
7,3,3510,91.9,5,beach sunset tea,mountain,monsoon,74812.79999999999
2,4,6998,247.8,9,beach lake,mountain,monsoon,59948.8
8,6,4817,201.7,5,beach sunset,mountain,monsoon,236056.80000000002
13,6,6726,511.2,3,heritage tea,heritage,summer,536896.8
2,2,7380,239.7,7,hills lake shopping,city,monsoon,31437.6
6,6,7295,496.5,6,adventure,beach,monsoon,274536.0
14,3,3327,276.6,5,shopping,beach,monsoon,143053.2
5,5,7117,457.0,6,adventure beach,nature,monsoon,187065.0
2,5,7347,98.5,11,shopping lake hills,heritage,autumn,75440.0
7,3,7709,556.3,3,shopping tea,beach,summer,168564.59999999998
8,3,3327,298.7,4,hills adventure lake,mountain,summer,83432.4
10,3,2444,170.7,7,tea adventure food,beach,monsoon,75368.4
5,6,5006,160.1,1,wildlife,beach,winter,154022.40000000002
14,3,7509,173.7,2,wildlife shopping,beach,winter,317462.4
8,2,7284,232.7,7,sunset heritage adventure,heritage,monsoon,118405.6
5,3,4912,436.2,7,wildlife adventure beach,city,monsoon,78914.4
14,2,1874,570.8,8,hills food shopping,nature,monsoon,57038.4
13,3,3841,408.0,2,lake sunset food,beach,winter,154695.0
7,1,5941,337.4,11,sunset,city,autumn,42936.6
1,1,4834,280.2,6,heritage beach tea,mountain,monsoon,5954.8
9,5,3287,500.4,2,beach,beach,winter,157923.0
8,1,3266,512.8,4,wildlife shopping,beach,summer,28179.2
3,4,1230,190.0,3,tea,mountain,summer,17800.0
9,5,2877,573.0,6,tea,heritage,monsoon,140925.0
12,5,5619,249.2,6,shopping tea,mountain,monsoon,342124.0
2,3,2537,484.0,6,food heritage lake,nature,monsoon,21030.0
11,2,7952,580.8,6,sunset hills lake,mountain,monsoon,179590.4
2,6,1393,428.1,11,heritage tea,city,autumn,26990.399999999998
11,6,5039,113.7,12,lake sunset heritage,heritage,autumn,335302.80000000005
6,4,4375,360.0,6,lake,heritage,monsoon,110760.0
1,1,6799,88.9,12,sunset,nature,autumn,7154.6
14,1,7191,477.7,10,adventure hills,nature,autumn,102584.8
3,2,4713,183.2,10,wildlife,city,autumn,29743.6
9,1,5337,423.2,3,food lake wildlife,heritage,summer,49725.8
3,6,5832,547.9,6,tea,city,monsoon,118125.59999999999
14,2,4551,125.0,5,wildlife sunset shopping,beach,monsoon,128428.0
11,2,2131,247.9,2,lake sunset,city,winter,48865.2
12,6,3885,395.3,1,wildlife,city,winter,289207.19999999995
7,5,2539,263.4,8,lake shopping adventure,heritage,monsoon,94133.0
7,2,4143,121.4,6,food,city,monsoon,58973.2
9,3,5229,36.9,10,beach,nature,autumn,141625.8
11,4,2306,255.8,9,lake shopping adventure,mountain,monsoon,105556.8
12,4,2595,396.5,2,tea heritage wildlife,heritage,winter,130904.0
1,6,6725,352.9,11,sunset food shopping,heritage,autumn,48819.600000000006
10,6,3519,110.6,6,wildlife hills,beach,monsoon,213794.40000000002
2,6,2228,281.4,7,tea heritage shopping,mountain,monsoon,33489.600000000006
5,1,5934,234.3,12,adventure hills,mountain,autumn,30607.2
12,2,5959,179.0,8,shopping hills beach,nature,monsoon,144448.0
4,4,6748,443.0,1,adventure hills food,beach,winter,115056.0
12,1,6271,199.6,3,heritage hills lake,heritage,summer,76050.4
7,3,7942,333.3,6,beach,beach,monsoon,170781.59999999998
4,1,4939,555.5,1,lake,city,winter,21978.0
5,6,2865,332.8,3,shopping tea food,heritage,summer,93937.20000000001
8,1,7013,377.9,10,shopping tea wildlife,mountain,autumn,57615.6
11,1,2706,62.5,2,tea food lake,mountain,winter,30016.0
9,2,2895,123.3,3,lake,heritage,summer,53096.4
14,1,6765,78.6,7,adventure shopping food,beach,monsoon,95024.4
13,4,7147,463.6,2,beach,heritage,winter,379061.6
11,3,3243,504.8,4,hills food shopping,nature,summer,113076.59999999999
9,6,6051,128.1,12,shopping sunset wildlife,mountain,autumn,329828.4
5,2,7441,147.2,8,tea hills,city,monsoon,75587.6
6,4,6550,207.5,12,tea,heritage,autumn,160520.0
2,4,835,362.8,5,hills sunset,beach,monsoon,12484.8
6,4,5584,380.6,8,hills,heritage,monsoon,140105.6
13,5,2023,418.3,3,lake,nature,summer,139861.0
6,2,6893,545.0,5,hills food,heritage,monsoon,87076.0
2,4,1282,191.1,3,hills shopping,nature,summer,13313.6
10,5,7950,402.1,10,shopping,city,autumn,405542.0
14,6,2076,344.6,3,adventure beach hills,city,summer,182654.40000000002
13,4,3825,197.4,3,food,beach,summer,202058.4
4,4,2485,546.3,6,adventure shopping,nature,monsoon,48500.8
7,6,6660,75.4,6,lake sunset beach,mountain,monsoon,281529.6
8,4,3633,433.0,4,wildlife,nature,summer,123184.0
4,6,6160,442.2,5,lake,beach,monsoon,158452.8
4,1,1283,550.9,4,heritage hills,nature,summer,7335.6
4,3,4060,320.8,11,heritage wildlife beach,beach,autumn,52569.600000000006
14,1,7359,206.5,7,hills wildlife,heritage,monsoon,103852.0
11,1,7474,500.1,12,lake sunset food,nature,autumn,84214.4
12,3,2302,467.1,12,adventure hills heritage,city,autumn,88477.20000000001
12,2,3639,310.2,8,shopping beach,city,monsoon,89817.6
14,3,3745,465.4,10,beach wildlife,heritage,autumn,162874.8
2,3,4871,175.4,2,shopping wildlife lake,nature,winter,31330.800000000003
13,4,4668,361.9,12,sunset shopping,heritage,autumn,248526.4
1,6,1562,521.8,6,food hills adventure,heritage,monsoon,21895.199999999997
7,6,6291,204.4,9,hills sunset wildlife,beach,monsoon,269127.6
9,3,2425,300.5,3,tea food sunset,mountain,summer,69081.0
6,2,3067,571.6,2,wildlife adventure lake,city,winter,41376.8
3,5,6853,483.0,11,lake heritage tea,mountain,autumn,112455.0
3,1,5765,534.5,6,wildlife hills,beach,monsoon,19433.0
12,4,3655,243.4,2,shopping beach,city,winter,179334.4
5,3,7369,598.0,8,heritage,city,monsoon,117711.0
5,2,3637,108.5,1,beach sunset,heritage,winter,37238.0
13,4,4871,320.9,6,hills sunset adventure,heritage,monsoon,258426.4
3,2,2571,298.0,9,heritage,mountain,monsoon,17810.0
13,2,2118,483.1,9,heritage beach shopping,mountain,monsoon,58932.8
13,4,4339,547.0,6,beach food tea,city,monsoon,234380.0
9,2,4853,444.1,5,wildlife,city,monsoon,90906.8
3,5,6601,383.6,11,hills food wildlife,nature,autumn,106687.0
3,1,3614,267.9,3,heritage adventure,mountain,summer,11913.6
4,3,7245,316.0,1,beach shopping heritage,beach,winter,90732.0
9,5,5173,315.4,2,wildlife hills,beach,winter,239093.0
3,2,1304,31.8,10,tea wildlife adventure,nature,autumn,8078.4
7,5,6121,311.8,6,wildlife,nature,monsoon,220471.0
2,5,4938,516.5,1,hills food heritage,heritage,winter,59710.0
8,6,3603,431.4,3,sunset,city,summer,183297.59999999998
1,2,4164,481.5,1,shopping tea heritage,mountain,winter,12180.0
10,5,2972,246.5,10,food,beach,autumn,153530.0
1,6,5222,326.8,6,beach lake adventure,city,monsoon,39175.2
3,5,4882,39.4,1,shopping adventure hills,heritage,winter,74018.0
3,2,4020,242.1,3,lake adventure,nature,summer,26056.8
12,5,2853,295.2,8,hills,beach,monsoon,177084.0
1,1,3670,168.0,8,shopping,nature,monsoon,4342.0
7,4,4384,38.1,10,shopping food beach,heritage,autumn,123361.6
9,3,4197,420.4,1,shopping,city,winter,118363.79999999999
8,4,3026,272.4,1,sunset,nature,winter,101190.4
10,4,4990,261.1,1,lake beach,nature,winter,203777.6
12,1,2431,165.0,5,heritage shopping,mountain,monsoon,29832.0
6,4,4407,331.9,9,food,nature,monsoon,111078.4
12,6,1675,274.1,8,lake shopping,beach,monsoon,127178.40000000001
5,3,4199,294.9,3,adventure tea,beach,summer,66523.79999999999
14,2,6444,356.9,8,shopping,heritage,monsoon,183287.2
8,6,6688,23.7,8,sunset beach hills,mountain,monsoon,321592.80000000005
11,1,5801,546.5,3,adventure wildlife sunset,city,summer,65997.0
13,3,6168,61.2,9,hills food heritage,mountain,monsoon,241286.40000000002
12,4,1274,281.5,6,shopping,city,monsoon,65656.0
12,3,3257,140.3,1,wildlife sunset beach,beach,winter,118935.59999999999
8,6,5510,323.8,5,lake hills shopping,beach,monsoon,272251.19999999995
1,3,6564,182.5,10,wildlife lake,nature,autumn,21882.0
7,6,4996,518.8,9,hills sunset adventure,city,monsoon,222283.19999999998
3,1,6946,249.9,4,lake wildlife,beach,summer,21837.6
13,5,2766,390.5,10,heritage,nature,autumn,187600.0
4,4,1905,164.4,5,tea heritage,mountain,monsoon,33110.4
4,2,1421,31.3,6,wildlife shopping tea,heritage,monsoon,11618.4
4,2,4995,254.4,2,adventure,nature,winter,41995.2
9,5,5589,331.2,12,sunset,heritage,autumn,258129.0
8,4,2854,286.5,11,lake wildlife,mountain,autumn,95912.0
14,4,6442,578.0,3,heritage hills,mountain,summer,370000.0
6,1,6122,430.0,7,hills,heritage,monsoon,38452.0
4,4,3392,597.5,10,hills tea food,mountain,autumn,63832.0
1,6,2519,191.1,7,lake,heritage,monsoon,19700.4
1,1,6144,477.7,3,food,beach,summer,8054.8
6,3,5634,342.2,12,wildlife food,mountain,autumn,105518.40000000001
13,3,2029,374.8,4,shopping,beach,summer,83628.6
8,6,2636,591.8,5,heritage,beach,monsoon,140731.2
13,2,4298,399.3,5,heritage beach,mountain,monsoon,114942.4
2,3,4480,541.3,11,beach lake,nature,autumn,33375.600000000006
2,5,1994,440.9,7,heritage adventure,beach,monsoon,28758.0
12,1,7630,93.9,9,adventure lake sunset,beach,monsoon,91935.6
2,5,3598,425.7,11,hills shopping,city,autumn,44494.0
1,5,3545,300.9,12,adventure shopping,nature,autumn,23743.0
6,5,1235,552.9,11,hills tea shopping,heritage,autumn,48108.0
13,4,7105,488.0,11,adventure shopping lake,heritage,autumn,377268.0
10,5,2493,80.4,12,food,beach,autumn,126258.0
2,5,7906,97.7,12,shopping food,heritage,autumn,81014.0
12,6,4371,60.4,8,beach,city,monsoon,316161.6
12,3,7098,306.1,2,sunset,nature,winter,259201.19999999998
12,3,2089,66.8,2,sunset lake,city,winter,76005.6
13,4,1994,439.7,10,wildlife,city,autumn,110723.2
4,2,6568,340.4,4,beach,nature,summer,55267.2
14,6,6701,504.8,10,tea,beach,autumn,574999.2
5,5,4710,182.3,12,sunset,heritage,autumn,121396.0
12,4,1031,321.1,8,food shopping,city,monsoon,54625.6
9,2,7594,88.1,10,wildlife,nature,autumn,137396.8
11,3,3631,533.1,4,food,city,summer,126220.20000000001
9,3,7539,121.5,6,food adventure,nature,monsoon,205011.0
9,4,7069,79.4,12,sunset food,nature,autumn,255754.4
9,5,6930,138.9,10,beach,city,autumn,314628.0
11,5,5759,487.6,3,beach,beach,summer,326497.0
11,6,5647,81.4,12,adventure heritage,nature,autumn,374655.6
2,6,4635,376.4,6,food adventure shopping,beach,monsoon,64653.600000000006
12,5,978,452.8,11,adventure heritage,heritage,autumn,67736.0
8,3,3592,455.6,7,hills,city,monsoon,91675.20000000001
5,4,6059,130.2,8,sunset wildlife shopping,city,monsoon,123263.2
8,3,6648,55.7,2,wildlife lake,mountain,winter,160220.40000000002
14,4,4828,280.3,5,beach heritage hills,heritage,monsoon,274852.8
13,5,5908,137.4,9,hills,city,monsoon,386768.0
12,3,956,425.6,11,adventure,city,autumn,39523.2
7,4,4172,226.9,2,food adventure beach,nature,winter,120446.4
11,1,4455,280.6,1,lake,beach,winter,50127.4
6,5,7225,85.8,9,food hills,nature,monsoon,218466.0
10,3,3039,349.2,6,lake,heritage,monsoon,95360.4
9,3,2455,127.6,11,sunset,heritage,autumn,67816.20000000001
4,4,3337,413.8,1,food adventure,mountain,winter,60012.8
4,2,2026,61.3,5,lake,mountain,monsoon,16698.4
1,4,4820,586.0,1,food lake,heritage,winter,28656.0
2,5,5428,417.0,9,adventure tea,nature,monsoon,62620.0
7,3,6568,125.4,11,beach heritage,nature,autumn,139432.8
7,1,7798,28.2,2,food,city,winter,54698.8
3,3,1329,214.0,4,shopping wildlife heritage,beach,summer,14529.0
6,2,2580,108.6,11,sunset,mountain,autumn,31828.8
9,3,2965,146.7,1,adventure beach wildlife,city,winter,81815.4
4,4,2597,526.2,12,tea food,city,autumn,49971.2
5,1,6756,369.9,11,beach heritage,mountain,autumn,35259.6
6,5,1804,122.3,2,beach shopping lake,city,winter,56566.0
8,2,1014,342.9,2,adventure lake,mountain,winter,18967.2
6,6,6996,168.4,9,shopping lake,beach,monsoon,255897.59999999998
11,5,7722,586.2,1,adventure sunset,mountain,winter,436434.0
5,2,2430,39.0,7,adventure,nature,monsoon,24612.0
7,4,3196,444.7,1,adventure,beach,winter,96603.2
6,1,4422,468.3,7,hills food,beach,monsoon,28405.2
3,1,4586,59.0,5,wildlife beach sunset,heritage,monsoon,13994.0
10,6,7934,119.7,9,beach heritage,heritage,monsoon,478912.80000000005
4,5,3709,242.9,11,lake,heritage,autumn,79038.0
5,1,887,523.5,6,food,city,monsoon,6529.0
12,2,3843,331.5,8,lake beach,mountain,monsoon,94884.0
14,2,4806,400.1,8,shopping adventure hills,city,monsoon,137768.8
10,3,4521,474.1,12,wildlife shopping,mountain,autumn,141319.2
13,2,4488,500.3,3,food,city,summer,120690.4
12,2,7442,296.2,3,tea lake,heritage,summer,180977.6
7,4,6613,315.1,5,wildlife adventure,mountain,monsoon,190205.6
11,2,2612,436.4,9,food,mountain,monsoon,60955.2
5,6,3358,172.7,11,lake heritage tea,nature,autumn,104884.79999999999
7,5,5606,515.6,4,food,nature,summer,206522.0
8,5,3754,32.1,2,tea sunset,mountain,winter,150802.0
14,2,3884,133.5,8,heritage hills beach,mountain,monsoon,109820.0
12,5,2009,484.1,8,wildlife,city,monsoon,130222.0
7,6,2631,217.3,5,lake adventure heritage,heritage,monsoon,115717.20000000001
10,2,6133,106.9,3,sunset,beach,summer,123515.2
3,5,6869,128.3,11,sunset,heritage,autumn,105601.0
12,3,6449,327.8,11,shopping,beach,autumn,236097.59999999998
8,5,3016,510.8,9,food tea shopping,nature,monsoon,130856.0
8,3,1783,61.0,7,lake beach,beach,monsoon,43524.0
11,5,1949,37.7,4,lake adventure beach,heritage,summer,107949.0
9,1,3632,289.8,5,tea beach lake,beach,monsoon,33847.2
2,3,4527,574.6,1,tea,mountain,winter,34057.2
5,2,7228,181.8,3,hills,beach,summer,73734.4
3,2,7271,576.3,6,tea beach,beach,monsoon,48236.4
11,2,819,534.9,6,adventure wildlife sunset,beach,monsoon,22297.2
1,3,5894,184.2,1,food sunset lake,nature,winter,19892.4
3,1,2951,493.8,12,food shopping wildlife,city,autumn,10828.2
9,5,2224,417.8,4,adventure,mountain,summer,108436.0
10,4,4796,316.9,7,shopping tea,heritage,monsoon,196910.4
8,5,1044,265.3,6,hills wildlife shopping,nature,monsoon,47066.0
13,5,3205,493.0,6,tea lake,mountain,monsoon,218185.0
13,1,4776,480.0,11,tea wildlife lake,beach,autumn,64008.0
2,1,2758,459.0,9,tea,heritage,monsoon,7352.0
14,3,5072,599.0,11,heritage wildlife,beach,autumn,220212.0
9,3,4112,297.5,5,adventure sunset heritage,nature,monsoon,114594.0
9,2,6555,488.0,4,adventure,beach,summer,121894.0
2,5,2106,520.2,6,food adventure,heritage,monsoon,31464.0
9,4,1211,142.7,7,shopping lake heritage,city,monsoon,45879.2
11,5,4613,44.4,5,food,mountain,monsoon,254603.0
9,1,2649,254.8,6,tea food beach,mountain,monsoon,24860.2
2,5,5888,516.9,2,hills,nature,winter,69218.0
8,2,1471,187.7,8,hills food,nature,monsoon,25037.6
14,3,4942,426.0,9,food,mountain,monsoon,212676.0
11,3,7926,24.3,7,beach,mountain,monsoon,261849.59999999998
2,5,1470,226.1,11,food adventure,beach,autumn,19222.0
14,2,2973,377.0,12,tea hills,mountain,autumn,86260.0
14,2,6879,95.3,11,heritage lake,nature,autumn,193374.4
3,3,4641,540.0,2,food,heritage,winter,48249.0
12,3,2059,110.6,11,beach wildlife,heritage,autumn,75451.20000000001
6,2,2334,547.7,5,tea heritage,nature,monsoon,32389.6
9,2,6306,145.5,6,adventure,heritage,monsoon,114672.0
7,2,6998,596.7,5,shopping food adventure,nature,monsoon,102745.6
11,3,3396,370.8,4,heritage,mountain,summer,116517.59999999999
14,3,4211,68.9,11,shopping beach heritage,mountain,autumn,177688.8
12,3,6435,57.9,8,sunset heritage,nature,monsoon,232354.80000000002
14,5,2073,63.5,12,lake wildlife,mountain,autumn,146380.0
14,2,2285,362.1,12,adventure,heritage,autumn,66876.8
2,6,6375,489.6,6,sunset tea,beach,monsoon,88250.4
4,5,2143,253.7,9,hills,beach,monsoon,47934.0
11,2,6349,278.0,7,adventure,nature,monsoon,141902.0
9,2,4378,361.8,6,beach food adventure,beach,monsoon,81698.4
1,2,7928,329.2,9,food lake shopping,beach,monsoon,18489.6
2,2,1037,419.1,9,lake adventure hills,mountain,monsoon,7500.8
8,3,7610,293.6,11,shopping,beach,autumn,186163.2
9,1,2422,434.0,10,hills,mountain,autumn,23534.0
3,1,1052,598.4,8,lake shopping,nature,monsoon,5549.6
3,3,6012,223.2,12,beach wildlife adventure,mountain,autumn,56786.399999999994
2,5,4634,27.1,2,heritage,city,winter,46882.0
8,2,6829,92.9,10,food tea shopping,beach,autumn,110007.2
1,6,1580,341.0,5,beach lake,heritage,monsoon,17664.0
9,3,1381,219.7,6,lake beach,nature,monsoon,39923.399999999994
7,6,4884,565.2,10,adventure tea,heritage,autumn,218692.80000000002
7,2,7150,383.9,4,food,heritage,summer,103171.2
10,4,3721,321.8,11,beach,beach,autumn,153988.8
8,5,6542,482.9,6,tea,heritage,monsoon,271338.0
11,1,7324,170.0,5,tea sunset,mountain,monsoon,81244.0
11,6,7061,495.4,4,wildlife,heritage,summer,477915.60000000003
13,3,4462,21.8,6,wildlife,mountain,monsoon,174279.59999999998
12,3,5828,379.4,12,food shopping wildlife,mountain,autumn,214360.80000000002
8,4,4584,562.2,2,heritage beach,heritage,winter,155683.2
7,4,5653,477.0,7,wildlife,city,monsoon,165916.0
4,1,4883,515.1,11,sunset lake,city,autumn,21592.4
9,6,4580,250.2,6,tea hills,heritage,monsoon,253324.80000000002
2,4,3945,498.1,7,tea,nature,monsoon,39529.6
14,6,5500,339.5,5,hills,nature,monsoon,470148.0
12,3,6207,378.8,2,heritage beach,city,winter,227997.59999999998
2,4,7417,54.2,8,lake wildlife tea,mountain,monsoon,60203.2
12,3,5215,136.9,12,wildlife adventure lake,city,autumn,189382.8
2,6,1523,339.6,7,heritage food,heritage,monsoon,26426.399999999998
11,5,5029,54.1,6,shopping tea,heritage,monsoon,277677.0
2,6,3073,450.0,2,sunset,nature,winter,47676.0
7,4,993,507.2,12,beach,city,autumn,35919.2
10,5,1321,553.8,11,wildlife,heritage,autumn,77126.0
11,3,5057,79.0,11,heritage sunset,beach,autumn,167829.0
6,3,7602,565.0,5,hills heritage,heritage,monsoon,143616.0
13,5,4440,59.2,8,adventure,heritage,monsoon,289784.0
11,1,4005,295.0,6,shopping,city,monsoon,45235.0
3,5,1438,507.3,3,sunset lake shopping,city,summer,31716.0
10,1,5662,60.8,3,food shopping,city,summer,56863.2
11,4,1199,30.6,5,sunset,beach,monsoon,53245.6
5,3,6856,34.5,7,adventure tea,heritage,monsoon,103254.0
11,3,6678,316.5,2,lake adventure,city,winter,224172.0
13,3,7935,490.7,9,beach,city,monsoon,315353.4
12,3,2846,93.9,6,sunset,nature,monsoon,103582.79999999999
11,3,1964,92.3,11,food wildlife heritage,city,autumn,65919.6
9,3,2956,349.8,4,adventure beach sunset,city,summer,84009.6
4,4,6556,155.9,1,hills,beach,winter,107390.4
12,5,2375,443.5,4,food wildlife,city,summer,151370.0
6,4,7189,570.8,12,hills,heritage,autumn,181668.8
8,4,1910,464.3,4,tea lake,nature,summer,68548.8
5,6,1151,528.8,9,shopping hills,beach,monsoon,47221.2
5,6,2379,321.4,11,hills heritage,city,autumn,79083.6
3,1,6229,502.7,4,food hills,mountain,summer,20697.8
14,5,5136,126.1,8,hills beach,nature,monsoon,362042.0
3,2,3354,59.6,3,heritage shopping,mountain,summer,20600.8
2,2,5523,400.5,5,adventure beach,city,monsoon,25296.0
14,5,5469,50.1,4,shopping beach,nature,summer,383832.0
8,1,4793,537.6,9,food hills,beach,monsoon,40494.4
7,6,4501,421.1,11,food,beach,autumn,199148.40000000002
11,5,1530,572.3,4,heritage sunset beach,city,summer,95596.0
6,6,2670,202.1,4,food tea adventure,mountain,summer,100970.40000000001
2,5,4599,302.0,10,sunset lake,heritage,autumn,52030.0
11,6,1773,450.2,6,beach tea hills,beach,monsoon,127822.79999999999
3,1,4226,160.8,7,tea,city,monsoon,13321.2
8,6,1642,334.3,9,food,heritage,monsoon,86839.20000000001
14,1,6468,402.5,2,adventure wildlife,mountain,winter,92162.0
14,2,1543,587.7,11,shopping beach tea,city,autumn,47905.6
6,1,1466,451.9,5,tea beach adventure,mountain,monsoon,10603.6
11,3,5392,88.5,8,beach adventure,city,monsoon,178998.0
9,5,2387,295.7,6,hills shopping adventure,nature,monsoon,113329.0
7,2,3330,361.5,10,wildlife shopping lake,nature,autumn,49512.0
2,5,3062,105.0,8,adventure,beach,monsoon,32720.0
6,4,2359,270.5,3,adventure heritage sunset,mountain,summer,60944.0
10,4,6284,184.7,3,hills sunset shopping,beach,summer,254315.2
14,6,5781,88.9,11,tea hills sunset,city,autumn,487737.60000000003
1,3,2519,317.0,7,wildlife,beach,monsoon,11361.0
11,3,5745,116.1,4,hills,beach,summer,190978.2
12,6,5936,362.5,2,beach heritage hills,beach,winter,436092.0
14,4,4682,118.4,2,shopping,city,winter,264086.4
6,4,4964,439.7,12,heritage shopping wildlife,city,autumn,126171.2
2,2,7531,133.2,12,food adventure beach,heritage,autumn,31189.6
4,2,4067,539.8,5,beach lake tea,beach,monsoon,36854.4
12,2,3574,35.2,3,shopping beach,nature,summer,86057.6
13,2,4680,322.8,6,hills,city,monsoon,124262.4
9,2,6818,205.7,2,heritage hills,beach,winter,124369.6
2,5,5909,150.5,7,sunset,heritage,monsoon,62100.0
2,1,1341,293.5,8,tea,beach,monsoon,3856.0
7,4,4106,508.4,12,food,city,autumn,123102.4
9,6,6126,550.9,4,hills food,nature,summer,344025.6
1,5,2412,195.9,3,tea,city,summer,15978.0
10,3,7916,109.5,2,hills shopping,nature,winter,238794.0
8,1,6618,437.7,5,shopping,heritage,monsoon,54694.8
1,6,6895,357.6,8,shopping,city,monsoon,49952.399999999994
2,1,1388,136.6,1,tea sunset,mountain,winter,3322.4
7,5,4973,461.0,10,tea sunset adventure,heritage,autumn,183275.0
11,5,4600,321.0,6,shopping food,nature,monsoon,259420.0
12,2,5312,399.0,10,heritage food,nature,autumn,130680.0
7,5,6921,228.4,6,wildlife food,heritage,monsoon,246803.0
5,2,3343,274.7,2,heritage,mountain,winter,35627.6
14,2,4644,124.6,1,hills,beach,winter,131028.8
7,5,5692,458.8,7,shopping tea hills,nature,monsoon,208396.0
5,6,6222,111.1,7,adventure tea,city,monsoon,189326.40000000002
7,2,6346,471.4,10,adventure sunset beach,beach,autumn,92615.2
1,6,3225,482.8,11,adventure lake sunset,mountain,autumn,30937.199999999997
5,6,7987,453.0,2,food beach,heritage,winter,250482.0
8,5,869,31.3,4,wildlife sunset,nature,summer,35386.0
13,1,4345,178.4,3,adventure food,heritage,summer,57198.6
11,2,5183,291.6,2,adventure,nature,winter,116358.8
11,5,1241,365.4,1,beach wildlife adventure,city,winter,75563.0
8,6,4048,553.1,1,food shopping adventure,city,winter,207578.40000000002
2,5,5090,237.9,7,adventure beach,nature,monsoon,55658.0
6,3,5174,527.5,2,food sunset,nature,winter,99462.0
14,2,1656,114.8,3,adventure lake beach,mountain,summer,47286.4
1,6,2798,235.3,2,beach food,nature,winter,22435.199999999997
13,2,2562,50.3,9,wildlife beach sunset,city,monsoon,67014.4
10,3,5407,450.6,8,adventure,nature,monsoon,167617.2
4,6,3167,107.4,12,food shopping hills,heritage,autumn,78585.6
11,4,4914,169.1,2,wildlife hills,nature,winter,218921.6
12,2,6063,469.6,3,adventure tea heritage,heritage,summer,149268.8
1,1,6540,330.1,6,shopping tea food,heritage,monsoon,7860.4
2,3,2123,28.1,8,lake,nature,monsoon,13075.199999999999
10,6,7305,21.3,2,wildlife,city,winter,438811.19999999995
14,3,1993,316.2,3,hills,city,summer,87500.4
1,5,957,196.9,6,hills,beach,monsoon,8723.0
10,2,1123,124.6,1,food heritage wildlife,mountain,winter,23456.8
2,5,2247,375.9,5,sunset,city,monsoon,29988.0
10,5,7087,152.5,10,lake,nature,autumn,357400.0
9,4,2296,363.5,7,lake tea sunset,mountain,monsoon,88472.0
2,5,5793,240.0,6,wildlife lake sunset,heritage,monsoon,62730.0
10,4,3813,128.3,6,beach,heritage,monsoon,154572.8
13,3,1087,100.1,12,wildlife heritage,beach,autumn,43594.2
13,5,3997,157.4,7,wildlife lake heritage,beach,monsoon,262953.0
1,6,1003,37.3,7,hills sunset heritage,city,monsoon,6913.200000000001
4,6,4228,198.7,12,adventure,heritage,autumn,106240.79999999999
4,2,4822,543.1,2,sunset beach,mountain,winter,42920.8
7,5,4553,502.2,2,shopping adventure beach,city,winter,169399.0
3,1,2834,235.8,6,heritage hills,beach,monsoon,9445.2
12,4,6319,354.0,4,lake,city,summer,308976.0
11,4,5096,349.1,3,hills beach food,beach,summer,229809.6
12,3,2634,500.7,2,beach shopping hills,heritage,winter,100832.40000000001
3,6,3929,157.0,11,beach heritage shopping,city,autumn,74490.0
1,6,1581,191.9,8,adventure,heritage,monsoon,14091.599999999999
13,1,7447,195.0,9,hills tea shopping,heritage,monsoon,97591.0
5,2,6221,43.7,2,food hills,mountain,winter,62559.6
10,2,2872,202.5,5,lake tea,mountain,monsoon,59060.0
13,6,5659,529.2,8,hills lake beach,mountain,monsoon,454102.80000000005
1,4,5689,549.0,7,adventure,beach,monsoon,31540.0
1,5,5189,83.6,9,wildlife tea lake,mountain,monsoon,27617.0
1,5,1189,285.7,9,beach wildlife sunset,mountain,monsoon,11659.0
3,5,7125,241.2,5,wildlife adventure hills,heritage,monsoon,111699.0
1,1,7682,303.8,10,shopping,mountain,autumn,8897.2
12,1,7813,341.7,4,adventure wildlife heritage,beach,summer,95122.8
9,3,7861,31.8,1,tea sunset heritage,heritage,winter,212628.59999999998
14,3,7487,508.5,11,food lake heritage,nature,autumn,320556.0
12,5,6121,584.7,1,beach,mountain,winter,378954.0
14,1,1209,399.0,4,wildlife,heritage,summer,18522.0
4,3,4149,403.1,2,heritage food wildlife,mountain,winter,54625.200000000004
5,2,2565,326.2,3,sunset adventure wildlife,heritage,summer,28259.6
12,2,2383,213.9,5,adventure tea heritage,beach,monsoon,58903.2
4,2,6780,106.4,2,sunset shopping,nature,winter,55091.2
1,2,6650,358.8,6,lake sunset,nature,monsoon,16170.4
10,4,4558,46.1,12,heritage food beach,mountain,autumn,183057.6
12,3,6101,498.2,2,lake hills,heritage,winter,225614.40000000002
14,3,1731,264.1,12,beach,mountain,autumn,75871.20000000001
13,3,2398,260.6,5,adventure,heritage,monsoon,96649.20000000001
2,5,6995,209.8,8,heritage shopping lake,mountain,monsoon,74146.0
11,6,4048,582.2,6,heritage food wildlife,nature,monsoon,281140.80000000005
12,4,4735,121.5,4,tea,heritage,summer,229224.0
10,4,4132,107.8,2,food,city,winter,167004.8
12,5,2255,116.0,8,tea hills,mountain,monsoon,137620.0
12,5,6750,401.9,11,lake shopping wildlife,nature,autumn,413038.0
7,1,6259,595.3,7,food beach sunset,nature,monsoon,46194.2
1,6,5723,156.6,8,lake tea,city,monsoon,38096.399999999994
7,1,3342,545.3,8,adventure,city,monsoon,25575.2
3,3,5430,181.6,5,shopping food,heritage,monsoon,51049.200000000004
2,4,7663,395.8,2,hills,city,winter,67636.8
