slug,stars,distance_center_km,month,season,room_type,baseline_daily_cost,price_bdt
kuakata,4,1.7,2,autumn,deluxe,1800,8941
kuakata,5,9.3,6,autumn,standard,1800,8383
kuakata,4,10.4,4,autumn,deluxe,1800,10639
kuakata,5,7.0,3,monsoon,suite,1800,11170
kuakata,5,1.1,7,monsoon,deluxe,1800,7668
kuakata,5,4.4,6,autumn,suite,1800,15314
kuakata,2,5.2,2,summer,standard,1800,4914
kuakata,3,3.8,3,autumn,standard,1800,6175
kuakata,4,6.9,9,summer,standard,1800,6584
kuakata,2,0.6,1,winter,suite,1800,10521
kuakata,2,11.6,5,autumn,deluxe,1800,9171
kuakata,2,7.2,5,winter,standard,1800,7246
kuakata,5,8.0,4,autumn,standard,1800,8721
kuakata,3,10.3,11,autumn,deluxe,1800,9596
kuakata,3,10.6,3,summer,standard,1800,6143
kuakata,3,5.9,6,winter,suite,1800,14634
kuakata,4,7.8,2,monsoon,deluxe,1800,7811
kuakata,3,11.9,9,winter,standard,1800,8561
kuakata,2,3.1,8,winter,suite,1800,9564
kuakata,2,7.2,6,summer,deluxe,1800,7002
kuakata,5,1.8,1,monsoon,standard,1800,5742
kuakata,5,6.9,8,autumn,standard,1800,8356
kuakata,5,11.4,7,winter,suite,1800,18406
kuakata,2,3.3,6,winter,suite,1800,11591
kuakata,4,1.0,3,monsoon,standard,1800,4694
kuakata,3,4.0,1,summer,suite,1800,11514
kuakata,3,8.5,4,winter,suite,1800,14083
kuakata,4,10.4,10,winter,suite,1800,19198
kuakata,5,3.1,3,winter,standard,1800,7992
kuakata,5,9.6,12,autumn,standard,1800,9736
kuakata,5,8.6,7,monsoon,standard,1800,6550
kuakata,3,9.0,12,winter,standard,1800,8041
kuakata,2,6.0,10,monsoon,standard,1800,4088
kuakata,2,6.3,10,autumn,suite,1800,10282
kuakata,2,1.8,8,monsoon,standard,1800,4057
kuakata,5,11.9,12,winter,standard,1800,9920
kuakata,3,5.2,8,summer,suite,1800,10742
kuakata,5,6.0,9,monsoon,deluxe,1800,7874
kuakata,3,2.0,4,summer,deluxe,1800,7737
kuakata,4,6.5,1,monsoon,suite,1800,9650
kuakata,4,3.3,1,autumn,deluxe,1800,7913
kuakata,5,2.0,11,autumn,suite,1800,12877
kuakata,2,7.8,6,autumn,standard,1800,5703
kuakata,5,2.5,9,autumn,standard,1800,6358
kuakata,3,3.2,6,monsoon,suite,1800,8725
kuakata,4,3.2,11,autumn,deluxe,1800,9977
kuakata,3,10.9,2,monsoon,deluxe,1800,6629
kuakata,4,6.2,4,monsoon,standard,1800,5044
kuakata,5,9.7,11,summer,suite,1800,15016
kuakata,5,1.3,12,monsoon,standard,1800,5458
kuakata,2,9.7,6,summer,deluxe,1800,8855
kuakata,3,10.0,11,winter,standard,1800,9014
kuakata,5,11.1,3,winter,suite,1800,18734
kuakata,2,3.0,10,winter,deluxe,1800,8818
kuakata,3,4.9,1,winter,suite,1800,12681
kuakata,3,5.7,12,winter,deluxe,1800,9455
kuakata,3,3.6,6,autumn,suite,1800,13118
kuakata,3,10.2,1,monsoon,deluxe,1800,6539
kuakata,2,11.0,4,summer,deluxe,1800,8221
kuakata,5,6.2,6,monsoon,deluxe,1800,8776
kuakata,5,2.1,4,monsoon,suite,1800,11346
kuakata,5,3.0,11,monsoon,deluxe,1800,7582
kuakata,3,11.8,5,monsoon,standard,1800,5799
kuakata,2,10.9,9,monsoon,deluxe,1800,6666
kuakata,2,1.9,2,monsoon,suite,1800,7365
kuakata,2,6.2,7,autumn,suite,1800,11888
kuakata,5,7.7,9,autumn,deluxe,1800,11654
kuakata,5,9.9,10,autumn,deluxe,1800,10397
kuakata,3,2.4,3,summer,deluxe,1800,7916
kuakata,3,6.8,3,winter,deluxe,1800,9953
kuakata,2,10.7,4,monsoon,suite,1800,8844
kuakata,4,3.3,12,autumn,standard,1800,6026
kuakata,5,2.9,1,winter,deluxe,1800,12592
kuakata,3,8.5,9,autumn,standard,1800,7533
kuakata,3,10.4,1,monsoon,deluxe,1800,8038
kuakata,3,1.4,5,autumn,suite,1800,10296
kuakata,3,1.4,6,summer,deluxe,1800,7235
kuakata,5,5.8,3,winter,suite,1800,17410
kuakata,4,10.8,4,winter,suite,1800,16219
kuakata,4,2.1,6,summer,standard,1800,6877
kuakata,3,6.8,9,autumn,suite,1800,13465
kuakata,4,7.1,2,autumn,standard,1800,8169
kuakata,4,4.6,1,winter,standard,1800,7596
kuakata,2,7.2,6,winter,standard,1800,5737
kuakata,3,1.3,2,monsoon,suite,1800,9549
kuakata,5,10.0,12,monsoon,suite,1800,11245
kuakata,3,8.4,6,monsoon,deluxe,1800,7840
kuakata,4,2.6,8,winter,suite,1800,13465
kuakata,3,3.9,2,summer,deluxe,1800,8785
kuakata,4,9.3,10,winter,suite,1800,17284
kuakata,3,2.0,2,monsoon,deluxe,1800,5076
kuakata,2,7.6,3,winter,standard,1800,6520
kuakata,5,2.7,7,autumn,deluxe,1800,10331
kuakata,3,10.8,5,winter,standard,1800,7818
kuakata,4,6.5,7,autumn,standard,1800,6109
kuakata,5,6.8,6,winter,deluxe,1800,12768
kuakata,4,2.3,11,monsoon,deluxe,1800,6355
kuakata,4,1.9,5,autumn,standard,1800,6448
kuakata,2,9.2,2,winter,deluxe,1800,8647
kuakata,4,8.6,9,monsoon,suite,1800,10836
kuakata,5,7.3,2,autumn,suite,1800,17160
kuakata,5,8.0,9,winter,deluxe,1800,12911
kuakata,3,3.8,10,winter,suite,1800,13565
kuakata,2,10.4,4,summer,standard,1800,5895
kuakata,2,7.2,9,winter,deluxe,1800,8056
kuakata,5,11.2,4,summer,deluxe,1800,12841
kuakata,5,7.4,1,summer,deluxe,1800,10309
kuakata,3,11.7,9,autumn,deluxe,1800,9850
kuakata,2,2.0,6,winter,suite,1800,10640
kuakata,2,5.7,3,winter,deluxe,1800,8450
kuakata,3,6.8,1,autumn,standard,1800,6502
kuakata,4,10.9,4,monsoon,deluxe,1800,7622
paharpur,3,0.7,12,summer,deluxe,1500,6708
paharpur,4,11.0,2,monsoon,suite,1500,12214
paharpur,4,6.7,8,summer,deluxe,1500,7449
paharpur,3,4.1,8,monsoon,standard,1500,4277
paharpur,2,7.3,2,winter,deluxe,1500,7844
paharpur,3,8.5,8,monsoon,deluxe,1500,5916
paharpur,4,7.8,3,winter,deluxe,1500,9689
paharpur,3,3.3,3,winter,suite,1500,11015
paharpur,3,8.3,9,monsoon,deluxe,1500,5753
paharpur,3,5.2,9,autumn,suite,1500,11056
paharpur,3,8.5,10,monsoon,deluxe,1500,5788
paharpur,3,8.7,6,autumn,suite,1500,10414
paharpur,3,9.5,12,autumn,deluxe,1500,8386
paharpur,4,5.3,10,autumn,standard,1500,6816
paharpur,5,1.9,5,summer,suite,1500,9614
paharpur,3,8.8,8,autumn,suite,1500,10440
paharpur,2,1.2,5,autumn,deluxe,1500,6926
paharpur,2,10.1,11,winter,standard,1500,6041
paharpur,3,3.4,10,autumn,suite,1500,10256
paharpur,2,1.5,8,summer,standard,1500,3906
paharpur,3,5.1,10,winter,deluxe,1500,7849
paharpur,4,11.3,11,winter,suite,1500,14416
paharpur,2,8.9,10,winter,standard,1500,5957
paharpur,2,5.2,4,summer,standard,1500,4400
paharpur,2,3.7,8,autumn,standard,1500,5536
paharpur,4,4.3,1,autumn,deluxe,1500,8827
paharpur,2,5.3,1,winter,deluxe,1500,6938
paharpur,3,10.0,12,summer,suite,1500,11619
paharpur,5,4.3,6,winter,standard,1500,8332
paharpur,4,7.2,1,summer,suite,1500,12394
paharpur,5,7.6,6,winter,suite,1500,14299
paharpur,2,1.1,4,autumn,suite,1500,8018
paharpur,5,5.6,1,winter,deluxe,1500,9553
paharpur,3,4.9,12,autumn,standard,1500,6227
paharpur,3,10.6,6,winter,deluxe,1500,9029
paharpur,5,1.7,1,winter,standard,1500,6977
paharpur,3,3.1,11,autumn,standard,1500,5912
paharpur,2,5.6,5,autumn,suite,1500,10176
paharpur,5,8.5,11,winter,deluxe,1500,10503
paharpur,3,2.5,2,monsoon,standard,1500,4424
paharpur,3,7.7,2,autumn,suite,1500,11452
paharpur,2,11.1,8,autumn,standard,1500,5914
paharpur,3,3.6,12,winter,deluxe,1500,6966
paharpur,3,9.3,12,winter,standard,1500,6298
paharpur,5,2.4,6,monsoon,deluxe,1500,6153
paharpur,2,7.5,11,monsoon,suite,1500,6703
paharpur,4,10.4,1,winter,standard,1500,8780
paharpur,4,5.7,11,autumn,standard,1500,6064
paharpur,4,2.9,12,autumn,standard,1500,6186
paharpur,5,3.5,4,autumn,suite,1500,13257
paharpur,2,4.8,2,autumn,deluxe,1500,5788
paharpur,5,9.8,7,autumn,standard,1500,7978
paharpur,3,7.7,10,autumn,suite,1500,10012
paharpur,2,10.3,3,winter,suite,1500,11540
paharpur,5,2.9,2,autumn,standard,1500,7116
paharpur,2,5.3,8,summer,deluxe,1500,5913
paharpur,2,6.1,2,autumn,suite,1500,10157
paharpur,3,5.3,11,monsoon,suite,1500,8305
paharpur,5,8.8,4,monsoon,standard,1500,5605
paharpur,2,11.7,11,summer,deluxe,1500,7047
paharpur,3,3.6,5,monsoon,suite,1500,8784
paharpur,2,9.5,2,monsoon,suite,1500,6756
paharpur,3,5.2,4,autumn,suite,1500,11765
paharpur,3,10.3,3,summer,suite,1500,12099
paharpur,4,1.6,4,autumn,suite,1500,10972
paharpur,4,4.0,2,winter,deluxe,1500,10752
paharpur,3,3.8,6,monsoon,suite,1500,7871
paharpur,5,10.7,5,winter,suite,1500,17989
paharpur,2,7.4,3,monsoon,standard,1500,4088
paharpur,2,5.4,4,summer,standard,1500,4230
paharpur,2,9.0,7,summer,suite,1500,10101
paharpur,3,2.8,10,summer,deluxe,1500,6459
paharpur,2,2.3,10,autumn,suite,1500,9522
paharpur,3,6.9,1,monsoon,standard,1500,5756
paharpur,5,5.8,2,winter,deluxe,1500,10474
paharpur,5,7.4,1,monsoon,standard,1500,6519
paharpur,4,5.3,1,winter,deluxe,1500,9966
paharpur,4,12.0,5,summer,suite,1500,15387
paharpur,3,8.2,11,autumn,suite,1500,11472
paharpur,3,10.4,6,summer,standard,1500,5556
paharpur,4,4.7,1,autumn,standard,1500,7254
paharpur,4,7.0,1,monsoon,suite,1500,8977
paharpur,5,7.6,12,summer,standard,1500,6979
paharpur,4,5.8,11,monsoon,standard,1500,4803
paharpur,4,2.7,4,monsoon,deluxe,1500,6299
paharpur,4,3.1,9,monsoon,suite,1500,8598
paharpur,4,7.5,9,winter,suite,1500,12329
paharpur,3,10.3,10,winter,standard,1500,7343
paharpur,2,2.5,6,winter,deluxe,1500,6405
paharpur,4,9.9,8,summer,suite,1500,10474
paharpur,2,11.4,5,autumn,standard,1500,6444
paharpur,2,7.9,4,monsoon,deluxe,1500,5648
paharpur,4,2.1,4,autumn,deluxe,1500,8507
paharpur,3,12.0,5,autumn,suite,1500,12286
paharpur,2,2.3,1,autumn,suite,1500,9801
paharpur,3,0.6,5,summer,deluxe,1500,5782
paharpur,5,10.1,12,monsoon,suite,1500,12112
paharpur,5,4.5,8,summer,deluxe,1500,9251
paharpur,4,7.1,7,summer,suite,1500,11419
paharpur,2,2.5,11,autumn,standard,1500,4511
paharpur,5,11.4,5,winter,suite,1500,14628
paharpur,3,5.1,8,monsoon,deluxe,1500,5328
paharpur,5,11.6,12,winter,suite,1500,16852
paharpur,4,3.7,3,monsoon,standard,1500,5025
paharpur,5,6.8,3,winter,deluxe,1500,10296
paharpur,5,3.7,7,autumn,deluxe,1500,10154
paharpur,4,10.4,8,monsoon,standard,1500,5791
paharpur,2,6.6,10,summer,standard,1500,5254
paharpur,2,1.6,1,monsoon,suite,1500,7282
paharpur,3,11.8,10,monsoon,suite,1500,8981
paharpur,5,5.6,4,winter,deluxe,1500,11063
paharpur,2,8.1,1,winter,standard,1500,5257
paharpur,4,2.8,12,summer,deluxe,1500,7472
paharpur,3,9.0,7,autumn,deluxe,1500,7890
paharpur,4,6.2,4,winter,standard,1500,7393
paharpur,5,9.6,3,winter,suite,1500,15964
paharpur,5,11.2,1,monsoon,suite,1500,11799
paharpur,2,3.2,5,monsoon,deluxe,1500,5120
paharpur,5,1.6,12,autumn,suite,1500,13228
paharpur,3,10.6,3,winter,suite,1500,12600
paharpur,4,11.8,10,monsoon,deluxe,1500,7237
paharpur,3,9.4,12,winter,suite,1500,14120
paharpur,2,6.8,12,autumn,deluxe,1500,6907
paharpur,4,6.2,3,winter,deluxe,1500,9404
paharpur,3,6.5,6,summer,standard,1500,4686
rajshahi,2,7.9,2,summer,suite,1800,10522
rajshahi,5,5.8,10,summer,deluxe,1800,10247
rajshahi,4,8.4,10,monsoon,suite,1800,11613
rajshahi,4,2.4,7,winter,standard,1800,7568
rajshahi,3,3.6,5,autumn,deluxe,1800,9334
rajshahi,5,0.7,7,winter,deluxe,1800,10920
rajshahi,5,1.8,3,winter,deluxe,1800,11928
rajshahi,5,5.9,6,winter,standard,1800,7494
rajshahi,3,11.2,12,winter,suite,1800,13714
rajshahi,2,9.0,6,summer,suite,1800,10385
rajshahi,3,4.4,1,summer,deluxe,1800,7480
rajshahi,4,6.2,2,autumn,standard,1800,7531
rajshahi,3,7.7,12,winter,suite,1800,14663
rajshahi,5,11.1,11,autumn,suite,1800,18114
rajshahi,5,9.7,8,monsoon,deluxe,1800,8625
rajshahi,4,5.1,7,summer,deluxe,1800,9006
rajshahi,3,11.7,1,winter,suite,1800,14728
rajshahi,3,8.0,4,autumn,suite,1800,10907
rajshahi,4,4.7,8,winter,suite,1800,13994
rajshahi,2,4.6,10,autumn,deluxe,1800,7003
rajshahi,5,0.9,12,monsoon,standard,1800,5931
rajshahi,5,8.4,12,winter,suite,1800,18246
rajshahi,4,1.6,10,autumn,standard,1800,6481
rajshahi,5,2.3,6,monsoon,suite,1800,10056
rajshahi,5,6.6,12,monsoon,deluxe,1800,8287
rajshahi,4,11.1,2,summer,deluxe,1800,11207
rajshahi,4,0.8,9,summer,deluxe,1800,7703
rajshahi,2,5.2,8,summer,suite,1800,9753
rajshahi,4,8.6,4,autumn,suite,1800,16122
rajshahi,4,8.7,1,summer,standard,1800,7267
rajshahi,3,7.3,6,summer,deluxe,1800,7881
rajshahi,2,8.8,3,monsoon,suite,1800,9847
rajshahi,3,1.2,7,monsoon,suite,1800,10222
rajshahi,2,7.5,10,monsoon,suite,1800,8135
rajshahi,3,11.6,10,summer,deluxe,1800,9870
rajshahi,4,7.9,3,summer,suite,1800,13607
rajshahi,3,1.9,10,monsoon,suite,1800,9517
rajshahi,5,6.4,7,autumn,deluxe,1800,11135
rajshahi,5,9.6,9,monsoon,standard,1800,7858
rajshahi,2,8.3,4,monsoon,suite,1800,8419
rajshahi,4,11.5,11,summer,suite,1800,14813
rajshahi,5,7.8,12,monsoon,suite,1800,10825
rajshahi,3,8.1,5,summer,suite,1800,12627
rajshahi,5,9.8,8,summer,standard,1800,8844
rajshahi,5,5.3,9,summer,standard,1800,7612
rajshahi,5,7.2,5,autumn,deluxe,1800,11437
rajshahi,2,5.5,1,winter,deluxe,1800,7992
rajshahi,4,0.7,7,autumn,suite,1800,11260
rajshahi,2,6.3,7,autumn,suite,1800,10075
rajshahi,3,2.5,11,monsoon,deluxe,1800,6229
rajshahi,5,3.0,11,autumn,suite,1800,13449
rajshahi,5,4.9,12,summer,deluxe,1800,8906
rajshahi,2,0.6,3,summer,suite,1800,8455
rajshahi,2,10.6,2,summer,suite,1800,10183
rajshahi,4,1.5,12,summer,suite,1800,10270
rajshahi,3,4.9,8,winter,suite,1800,11888
rajshahi,4,8.1,5,autumn,suite,1800,13734
rajshahi,5,3.8,2,summer,deluxe,1800,9480
rajshahi,5,1.8,12,winter,standard,1800,8315
rajshahi,4,2.8,12,autumn,suite,1800,15964
rajshahi,4,5.9,9,winter,deluxe,1800,11673
rajshahi,4,0.7,4,autumn,deluxe,1800,8823
rajshahi,5,1.9,2,summer,deluxe,1800,9518
rajshahi,5,6.6,1,autumn,suite,1800,16796
rajshahi,4,11.9,1,summer,suite,1800,14561
rajshahi,4,10.7,10,autumn,deluxe,1800,10432
rajshahi,3,9.0,3,winter,standard,1800,7794
rajshahi,5,7.1,6,winter,suite,1800,15475
rajshahi,5,9.2,8,summer,suite,1800,14172
rajshahi,2,1.7,11,autumn,standard,1800,5281
rajshahi,4,3.9,4,monsoon,deluxe,1800,7795
rajshahi,4,2.2,7,monsoon,deluxe,1800,6093
rajshahi,2,3.3,9,monsoon,deluxe,1800,5674
rajshahi,5,7.1,11,summer,deluxe,1800,10544
rajshahi,5,8.8,9,summer,suite,1800,15110
rajshahi,4,3.7,5,autumn,suite,1800,14100
rajshahi,3,10.5,10,summer,suite,1800,11223
rajshahi,2,1.3,12,winter,suite,1800,9823
rajshahi,3,4.0,2,monsoon,deluxe,1800,6399
rajshahi,4,10.5,4,winter,standard,1800,8283
rajshahi,3,12.0,4,winter,suite,1800,16379
rajshahi,4,3.3,7,winter,standard,1800,6429
rajshahi,5,5.6,6,winter,deluxe,1800,12423
rajshahi,4,7.7,11,winter,suite,1800,13398
rajshahi,4,10.2,9,summer,deluxe,1800,9665
rajshahi,5,10.0,7,monsoon,suite,1800,13402
rajshahi,3,11.4,8,winter,suite,1800,14150
rajshahi,2,4.5,3,summer,standard,1800,5287
rajshahi,4,10.6,12,monsoon,deluxe,1800,8294
rajshahi,5,10.8,8,winter,deluxe,1800,13575
rajshahi,3,4.2,7,monsoon,deluxe,1800,6097
rajshahi,4,10.7,9,monsoon,suite,1800,10162
rajshahi,2,7.2,12,winter,standard,1800,6276
rajshahi,5,11.6,7,monsoon,standard,1800,6893
rajshahi,3,11.8,2,winter,suite,1800,12760
rajshahi,3,7.3,2,winter,suite,1800,14005
rajshahi,5,6.2,6,monsoon,suite,1800,11494
rajshahi,4,3.4,9,autumn,deluxe,1800,9673
rajshahi,4,11.2,9,summer,suite,1800,13402
rajshahi,4,12.0,8,winter,suite,1800,19087
rajshahi,5,10.3,3,winter,deluxe,1800,12061
rajshahi,4,4.2,7,summer,deluxe,1800,8606
rajshahi,5,5.8,9,summer,deluxe,1800,9874
rajshahi,4,4.4,11,summer,suite,1800,12844
rajshahi,4,1.1,10,winter,standard,1800,7867
rajshahi,4,7.0,2,winter,suite,1800,14833
rajshahi,3,2.4,4,monsoon,standard,1800,5028
rajshahi,5,8.7,7,monsoon,suite,1800,12288
rajshahi,2,2.1,11,summer,suite,1800,8570
rajshahi,3,10.6,6,winter,deluxe,1800,10295
rajshahi,2,3.0,1,autumn,deluxe,1800,7766
rajshahi,2,6.8,4,monsoon,suite,1800,7923
rajshahi,2,4.3,9,monsoon,standard,1800,5330
rajshahi,4,1.3,3,autumn,standard,1800,7267
rajshahi,4,6.9,5,monsoon,suite,1800,11358
rajshahi,3,8.2,5,monsoon,deluxe,1800,6858
rajshahi,2,6.2,10,monsoon,deluxe,1800,5307
rajshahi,3,8.4,6,monsoon,deluxe,1800,7299
rajshahi,4,10.1,7,winter,deluxe,1800,11088
rajshahi,5,9.1,12,summer,standard,1800,8125
rajshahi,5,10.7,2,winter,standard,1800,11025
rajshahi,4,9.9,11,monsoon,deluxe,1800,8509
rajshahi,5,3.5,10,monsoon,standard,1800,5434
rajshahi,3,11.4,2,summer,deluxe,1800,8862
rajshahi,5,0.9,6,monsoon,standard,1800,5155
rangamati,4,10.1,5,monsoon,standard,2500,7093
rangamati,3,0.8,1,winter,standard,2500,7467
rangamati,3,0.7,8,winter,suite,2500,13834
rangamati,4,1.6,1,winter,deluxe,2500,12595
rangamati,3,5.7,11,autumn,standard,2500,8493
rangamati,4,4.3,1,summer,deluxe,2500,10143
rangamati,2,2.4,8,summer,suite,2500,12421
rangamati,4,3.1,8,autumn,deluxe,2500,10519
rangamati,4,1.8,3,winter,deluxe,2500,13892
rangamati,5,5.9,10,monsoon,deluxe,2500,12309
rangamati,5,5.6,7,summer,suite,2500,14505
rangamati,5,9.4,2,autumn,deluxe,2500,13459
rangamati,2,10.0,2,winter,deluxe,2500,13668
rangamati,2,4.8,11,autumn,suite,2500,13629
rangamati,2,8.5,1,monsoon,standard,2500,6015
rangamati,5,10.0,12,monsoon,standard,2500,8862
rangamati,2,1.2,6,monsoon,deluxe,2500,5316
rangamati,5,3.3,4,monsoon,standard,2500,6847
rangamati,5,9.9,11,winter,deluxe,2500,14291
rangamati,3,0.6,12,summer,standard,2500,6844
rangamati,2,0.8,12,autumn,suite,2500,13774
rangamati,5,2.4,11,summer,suite,2500,12398
rangamati,5,2.7,7,summer,standard,2500,8902
rangamati,3,3.4,11,winter,standard,2500,7822
rangamati,2,0.7,2,monsoon,suite,2500,7904
rangamati,5,1.5,2,monsoon,suite,2500,13835
rangamati,5,2.3,4,autumn,standard,2500,9133
rangamati,3,1.1,12,summer,deluxe,2500,10696
rangamati,4,11.4,6,monsoon,deluxe,2500,10432
rangamati,2,6.4,7,monsoon,standard,2500,5406
rangamati,4,8.8,5,summer,deluxe,2500,11113
rangamati,3,4.4,5,summer,deluxe,2500,10333
rangamati,5,1.7,5,monsoon,suite,2500,12373
rangamati,3,11.7,10,summer,suite,2500,17314
rangamati,2,4.4,8,monsoon,suite,2500,8893
rangamati,2,0.6,3,summer,standard,2500,6558
rangamati,3,9.1,10,summer,deluxe,2500,11226
rangamati,4,10.7,3,monsoon,suite,2500,13376
rangamati,4,3.1,10,autumn,deluxe,2500,12532
rangamati,5,5.1,9,summer,deluxe,2500,10351
rangamati,3,6.1,5,summer,standard,2500,6988
rangamati,3,2.3,11,monsoon,deluxe,2500,7823
rangamati,3,2.2,10,summer,standard,2500,6682
rangamati,3,11.9,2,monsoon,deluxe,2500,8278
rangamati,2,3.1,10,monsoon,standard,2500,4505
rangamati,5,5.8,9,summer,deluxe,2500,12785
rangamati,2,8.1,11,summer,suite,2500,15082
rangamati,2,9.7,8,monsoon,suite,2500,12540
rangamati,4,8.6,3,monsoon,deluxe,2500,9149
rangamati,3,3.1,10,winter,standard,2500,8732
rangamati,5,1.9,7,summer,standard,2500,8677
rangamati,2,3.4,2,monsoon,suite,2500,10117
rangamati,3,5.9,9,monsoon,suite,2500,11181
rangamati,3,8.9,12,summer,suite,2500,15846
rangamati,4,10.9,11,summer,suite,2500,16984
rangamati,2,8.3,12,winter,standard,2500,8235
rangamati,3,8.7,7,monsoon,deluxe,2500,7549
rangamati,2,6.7,3,autumn,deluxe,2500,10203
rangamati,4,8.6,5,autumn,standard,2500,9474
rangamati,5,8.0,8,monsoon,deluxe,2500,11149
rangamati,4,6.5,7,monsoon,deluxe,2500,9066
rangamati,3,3.7,9,monsoon,deluxe,2500,8678
rangamati,5,3.3,5,winter,deluxe,2500,15781
rangamati,2,6.7,6,summer,suite,2500,12508
rangamati,3,7.8,4,summer,standard,2500,8199
rangamati,3,1.2,10,summer,suite,2500,11977
rangamati,2,4.5,11,autumn,standard,2500,7737
rangamati,4,11.1,9,summer,deluxe,2500,13173
rangamati,4,1.6,8,winter,standard,2500,9528
rangamati,5,3.7,1,summer,suite,2500,17759
rangamati,4,1.2,1,monsoon,suite,2500,11656
rangamati,3,10.7,2,autumn,deluxe,2500,12554
rangamati,5,10.9,3,monsoon,standard,2500,7987
rangamati,2,12.0,5,autumn,standard,2500,7971
rangamati,2,4.8,9,autumn,standard,2500,6788
rangamati,3,8.2,3,autumn,deluxe,2500,11622
rangamati,4,1.3,9,winter,deluxe,2500,12431
rangamati,2,3.1,4,summer,deluxe,2500,8279
rangamati,4,4.7,1,summer,standard,2500,7931
rangamati,4,3.8,8,monsoon,deluxe,2500,8129
rangamati,3,6.8,8,winter,standard,2500,9165
rangamati,2,11.3,5,winter,suite,2500,16330
rangamati,4,4.6,5,autumn,suite,2500,15336
rangamati,3,0.7,9,summer,deluxe,2500,10648
rangamati,3,2.5,6,summer,suite,2500,12493
rangamati,4,5.8,12,winter,deluxe,2500,11513
rangamati,3,10.0,6,winter,suite,2500,17323
rangamati,3,9.1,6,autumn,deluxe,2500,11763
rangamati,5,4.7,9,winter,standard,2500,9917
rangamati,2,10.9,12,autumn,deluxe,2500,10875
rangamati,3,11.0,8,winter,deluxe,2500,14901
rangamati,4,0.9,2,autumn,standard,2500,8126
rangamati,4,6.2,3,summer,suite,2500,15785
rangamati,4,7.7,6,summer,deluxe,2500,12146
rangamati,3,7.5,5,winter,deluxe,2500,11549
rangamati,3,1.6,4,monsoon,suite,2500,9584
rangamati,5,6.6,2,autumn,suite,2500,19852
rangamati,2,11.6,2,autumn,suite,2500,13805
rangamati,2,9.6,5,monsoon,standard,2500,6260
rangamati,3,11.3,7,monsoon,suite,2500,13310
rangamati,2,1.8,8,summer,suite,2500,11638
rangamati,4,5.1,10,winter,standard,2500,9437
rangamati,5,11.0,3,autumn,standard,2500,11417
rangamati,4,9.1,10,monsoon,suite,2500,14276
rangamati,3,3.0,1,summer,suite,2500,13161
rangamati,5,6.4,2,summer,suite,2500,15982
rangamati,4,3.2,2,autumn,deluxe,2500,11928
rangamati,4,2.3,12,winter,suite,2500,14847
rangamati,2,2.4,4,monsoon,standard,2500,5394
rangamati,3,3.5,3,monsoon,standard,2500,5482
rangamati,2,1.4,3,autumn,suite,2500,13279
rangamati,2,5.9,5,monsoon,deluxe,2500,6641
rangamati,3,9.5,9,winter,standard,2500,8115
rangamati,4,8.0,3,winter,standard,2500,9402
rangamati,4,7.8,4,summer,standard,2500,9597
rangamati,4,6.6,4,summer,deluxe,2500,11771
rangamati,5,12.0,7,monsoon,standard,2500,7854
rangamati,2,2.5,10,summer,suite,2500,12439
rangamati,5,10.4,3,winter,deluxe,2500,15292
rangamati,5,6.2,8,winter,deluxe,2500,13189
rangamati,4,8.0,4,winter,deluxe,2500,14632
rangamati,5,3.8,12,autumn,suite,2500,18420
rangamati,4,11.4,10,monsoon,deluxe,2500,10973
rangamati,5,6.2,2,summer,suite,2500,15511
rangamati,4,8.0,9,winter,standard,2500,10021
sreemangal,2,0.5,4,winter,suite,2000,12374
sreemangal,3,0.9,10,summer,standard,2000,4811
sreemangal,3,4.1,10,summer,suite,2000,11852
sreemangal,5,7.8,7,summer,deluxe,2000,12494
sreemangal,5,8.8,1,autumn,standard,2000,9936
sreemangal,3,7.5,3,monsoon,standard,2000,5796
sreemangal,4,8.6,3,monsoon,suite,2000,12006
sreemangal,3,3.6,10,monsoon,deluxe,2000,6139
sreemangal,4,1.0,12,winter,deluxe,2000,10894
sreemangal,3,5.5,7,autumn,suite,2000,12861
sreemangal,3,11.7,5,autumn,deluxe,2000,10629
sreemangal,4,3.0,8,summer,standard,2000,5835
sreemangal,4,5.5,4,winter,deluxe,2000,13498
sreemangal,3,8.9,5,winter,standard,2000,8867
sreemangal,3,4.2,10,autumn,standard,2000,7599
sreemangal,5,9.5,3,winter,deluxe,2000,15143
sreemangal,5,10.1,6,autumn,deluxe,2000,13017
sreemangal,2,7.6,7,winter,standard,2000,7883
sreemangal,3,6.8,10,autumn,deluxe,2000,8053
sreemangal,3,4.9,9,winter,deluxe,2000,11562
sreemangal,5,6.4,10,monsoon,standard,2000,5950
sreemangal,4,8.4,8,monsoon,standard,2000,5478
sreemangal,3,11.9,5,autumn,standard,2000,8307
sreemangal,5,4.8,12,monsoon,suite,2000,12879
sreemangal,3,5.5,9,autumn,standard,2000,7080
sreemangal,5,6.2,3,winter,deluxe,2000,13603
sreemangal,5,5.4,12,winter,deluxe,2000,11010
sreemangal,4,11.9,4,autumn,deluxe,2000,10541
sreemangal,3,2.5,9,summer,standard,2000,5693
sreemangal,2,7.1,6,autumn,deluxe,2000,8913
sreemangal,2,2.1,1,summer,suite,2000,9492
sreemangal,4,3.2,1,autumn,deluxe,2000,11010
sreemangal,3,4.7,1,autumn,suite,2000,12150
sreemangal,3,12.0,11,monsoon,standard,2000,5536
